UTTERANCE,LABEL
I have a person upside down holding a triangle the socond one looks like to me a woman holding a handkerchief or a lady or a triangle on the left side and then the third one is the triangle at the very bottom and the last one is the person running downward,1
okay sorry I was answering a query soyou have the upside down big person and then the girl with a handkerchief um facing the right direction and then the one facing down and then the running person going down,0
yes maam,1
okay I have an apple parallelogram a houseboat and then a triangle,0
apples first if so I got it,1
I have the turtle I have the cat I have the bunny I have the weirdly shaped dog facing downward,1
I have the dog facing down a weird dog facing the left with like it looks a little bit like a terrier with like a really really weird pointy tail and then I have another dog running to the left and then I have a fish going up but this the third dog has like a triangle ear,1
they both have triangle years is one the third one is running left right not down,1
the one going down is first and then I have the terrier going to the left and then I have a dog with the pointy ear going to the left as the third one,0
oh I have that big and then I have the steamboat and I have the ramp and then I have the b the letter b,1
have a terrier going to the right a fox standing an alpaca and then a laying down fox,0
got it,1
I have half a christmas tree I have a steamboat I have a rectangle missing corners and then I have a vase,0
got it,1
have a guy ringing a bell a square body guy someone kicking a football and then the triangle or the arrowhead,0
got it,1
I have fat crow loch ness monster turkey camel thing and then I have a duck with two feet upside down,0
got it,1
I have a sailboat with three sails like a chair thing and then I have a sailboat with one sail and then a really weird shape,1
is that really weird shape last,0
yep,0
ooh good to ask I almost had it in the wrong position alright um I have the weirdly shaped loch ness monster I have the fat raptor I have the pelican slash flamingo looking backwards and then I have the flying bird going to the left,0
got it,1
okay I have Im having like the worst headache right here I have some person kneeling a person wringing a bell the girl doing the salsa a square triangle triangle guy running up,0
got it,1
I have the upside down boat I have the three sailboat I have the russian dude slash your plant and then a two sail sailboat,0
got it,1
I have the upside down at loch ness monster a skinny crow and then a fat crow and then a swan,0
got it,1
all right a flying bird to the left side sideways flamingo sideways loch ness monster upside down flamingo,0
got it,1
a baseball field a fish going down a regular looking fish and then a laying down fox,0
got it,1
I had that weird shape that youre trying to describe it to me it looks just like a house with no windows than a pot of upright a pot sideways and then a plant,0
got it yeah I see the house,1
I have a lumpy woman and then I have I like a server or like whenever I yeah a server and then I have like a guy taking the whole picture going upwards and that a square body guy,0
got it,1
thirty four no thats not right oh well um I have a fish and then a loch ness monster and then a spaceship flaying down and then a ram,0
got it,1
I have a triangle guy with his head and the bottom right corner I have a guy just standing there I have a woman with a handkerchief and then the animal dude weird animal hybrid guy,0
got it,1
I have a ram I have the weirdly shaped dog giraffe and the slash shape I like to like it looks like a plane flying downward or a whale,0
the last one looked like a wiener dog,1
I dont I dont see the wiener dog its the last shape that really skinny one with the triangle sticking on the left side,0
ok got it,0
yo I got the speedboat sailboat sea mountain cave,0
got it,1
all right i dont know if you know its called but it looks like a ball have rice on it and it looks like they have chopsticks coming out and then i have the letter c and then i have a bridge and then i have a pipe,1
I got it,0
all right ive got the guy like ice skating looking like first and then the upside down small splits guy and then the weird thing with a parallelogram on the left and then the big triangle body guy,1
got it,1
I got b and then the thing with the coconuts in the corners then the weird sailboat and the pine tree,0
got it,1
I got the fat road runner looking down fat road runner looking left turkey looking down and rubber ducky,0
got it,1
I have Abraham Lincoln I got a hammer I got indian I got avalanche,0
done,1
we got some weird monk I got some weird monk dude I got front flip dude I got no legs holding a triangle dude and then that last guy,1
it looks like hes on a slip and slide hold on,0
got it,1
all right um vase pine tree bee boat,0
got it,1
I have a rooster I have this dragon Ill repeat that rooster dragon duck with two feet loch ness monster,0
got it,1
I got the weird flying bird with the triangle wings the upside down flamingo road runner turkey,1
got it you know what we should do we should answer or we should remember each others questions and then answer for us got it good got it good,0
alright I have a speed boat I have a big shape kind of like home plate a little bit a palm tree scissors,0
got it,1
I had ten minutes remember that for me ten minutes,0
not remembering yours um upside down swan raven um flying bird with the head in the bottom right and then flying bird with the head in the top right,1
do you mean bottom left,0
Im counting the triangle as its head,1
maybe youre thinking thats the tail,0
Im thinkin the left wing I dont know well just go with it sure,1
yeah oh well hold on,1
yo so I got this avalanche alright and then I got a birthday cake and then I got a triangle diamond next to each other because theyre in love and then I got a house with a chimney,0
all I got was a house with a chinmey go ahead repeat that please,1
ten percent remember that for me I got an avalanche I got cake I got triangle diamond together because they love each other then I got a house with a chimney,0
got it,1
got it,0
bunny fox giraffe crab,1
got it,0
right this first one its a lady holding a handkerchief sideways sector search remember that for me grant and then the second one is that very large picture with the square in the bottom right then the third one is the lady straight up holding a handkerchief the triangles on the left side and then the person bending over tipping his hat,1
all right i gotcha,0
Ive got the crow the weird like pelican slash flamingo thing its got the wing on the left side its more like vertical up and down and then the upside down duck and then the last one is the other pelican thing but its more like horizontal,1
got it,1
you can press done now,1
I got this seal the boat the shark with a square head then the hammer,0
first two again,0
seal then boat,1
twenty four hundred feet grant remember that for me alright giraffe turtle uh loch ness monster tornado slash stingray,0
done,1
alright Ive got the flying bird that we had a mishap with and then the pelican and then the turkey and then the roadrunner,0
got it,1
spaceship flying to the right dog with his nose facing left ram flying up spaceship,0
Ive got chemo sabi um indian guy and the arrowss and then the sideways sailboat that weird in the sideways sailboat with just two triangle sails,0
got it,1
all right i got loch ness monster i got seal i got flamingo i got pelican,1
got it,0
I got um awkward triangle body dude its like really big triangle body and then some weird like monk dude or something and then Slip n Slide guy and then guy running up the wall,0
got it,1
I got the,0
alrighty,1
Ive got the like little hoofprint thingy the spool the hammer abe lincoln,0
say them again sorry,1
now its ok Ill excuse you this time Ive got the hoofprint then the spool then the hammer then the Lincoln,0
good thing I asked I have them in the wrong order,0
yo I got the bunny and I got this loch ness monster and I also have this camel and then I have the spaceship and were all going to fly to the moon,0
got it,1
Ive got the rooster the pelican the big turkey the weird loch ness,1
rubber duck I got rubber ducky uh roadrunner pelican x,0
got it,1
alright I got a guy kicking a football I got upside down dude jumping JT Hitler is what we like to call him alright his arms are straight out upside down lady in a dress and then guy doing a front flip,0
gotcha,1
um doggy lookin left with the triangle ear um weird extremely boxy sort of looking dog thing then the fox then the rat,0
got it,1
uh rubber ducky turkey wrote the first rubber ducky looking up then the turkey then the rubber ducky upside down looking left than that or a small turkey looking left is last,1
so I got this turkey flying up I got this raptor fat raptor you need to lose some weight a little fat and then I got this really lean muscular raptor upside down and then I got this weird looking,1
all right i got i got a diamond with flat edges a pipe a sombrero slash boat with a triangle in middle and then triangle person,0
got it,1
I have a house on one side then the arrow to the right then the top hat and then the windmil,1
all right i got the letter c i got a pot i got a tree i got a triangle excuse me,1
was there a c and then your pot right,0
oh yeah c then pot,0
i got it,1
oh jesus i have the smaller like turkey and the swan than the road runner than the bigger turkey its flying well its heads closer to the top right hand corner,0
got it,0
I got seal I got crabs I got turkey going in the upper right corner and then turkey going in the upper left corner,1
got it,1
I have the I guess you caught crabs it looks like a x  and then the bird with the feet and the like loch ness monster thing or whatever and then the bird with the triangle body,0
got it,0
did he tell you got it,1
all right i got a baseball diamond i got turtle i got stingray and then i got a weirdly shaped dog,0
got it,1
I seventy percent I have the person with a square head like the little kid or whatever and then the person on their one tip toe and the lady in a dress the person with a flat back,1
got it,0
I got the fat ostrich I got the dragon and I got the hummingbird and then I got the upside down girl,1
ok gosh damn it the top one does i have just the two triangles,0
the first one is the ostrich second one is the dragon right the third one is the hummingbird it looks as a triangle for a tail and then you the upside down crow,0
okay I got,1
I have the apple and the b and then the sideways boat rectangle is missing two corners,1
i too have those,0
I got a ram I got a spotted fox I have some kind of animal standing on one foot and then,1
got it,0
I have the upside down umbrella then the steamboat then the triangle and then the ramp,0
got it,1
I have bird with triangle for body I have flying bird downward I have loch ness monster I have crow,0
got it,0
i have the bridge and then the rectangle the two corners missing in the vase and then the mountains with a tunnel through,0
got it,1
i have dogs sitting down i have this rocket flying upwards i have upside down whale i have animal standing on one foot,1
got it,1
I have the ramp and then the home plate oh okay so I have the bridge and then home plate and the ramp and the like triangle bridge looking thats missing like two spots in the middle,0
okay,1
bad describing haley bad describing all right the first one i have is a triangle and a diamond and then i have a sailboat and then i have a pot and then i have a birthday cake,0
got it,1
i have the boat that has like three sails kinda and then the hammer and then the boat with the two sails and then the like square on the right hand side and then it has stuff coming out of,1
you mean the Russian dude or shark then yes I have it,1
yo I got the fox I got the camel I got the dog sitting and got the fish,0
got it,1
i have the boat the pot  the house and i guess the fucking shark or something,0
yeah i gotta watch your language,1
I have the rooster and then the x and then the smaller turkey and the bigger turkeys flying towards the left,0
correcto,1
i got a man holding er kind of leaning on one foot standing on one foot holding up a triangle and then i got a lady holding a handkerchief upright and i have a lady holding a handkerchief sideways and then i have a man kneeling holding a triangle,0
is your bottom or your top one the right like the right way and then the bottom one hes like his heads closer to the bottom left hand corner,0
which ones you talking about for two and three,0
no for one and three,0
one and four,1
I mean-- I mean one person is holding a triangle standing on one foot and the other one you can barely see the triangle,0
okay so is your top one right side up and is your bottom one like sideways like his head at the bottom of the picture of the top of the picture,0
guys head is the first one is guys that is towards the bottom,1
ok I got it,0
i have the upside down crow vulture thing but its heads closer to the bottom right and then upset the same upside down bird but its skinnier and its heads closer to the bottom left then this one and the triangle body bird,0
got it,1
all right i got a person with a smaller triangle body i got person upside down holding a triangle i have somebody upside upright holding a triangle and then i had the larger triangle body,1
I got it,1
I have the oh hang on,0
I have the turkey and then the upside down vultures then the road runner and the triangle body bird,1
a point bravo uh I was kinda zoning out its my fault uh what was the first one,0
thats like turkey,1
all right i have the bait the big turkey flying downward to the right and then i have a small turkey flying downward just straight down and i have the another small turkey flying upward and then i have a seal,1
got it,0
I have the turkey flying down then the triangled body bird and the dog and then the flamingo,0
got it,1
i have the chipmunk i have the lhama i have the cat i have the headless dog,0
I got it,1
I have the triangles pointing to the left and then the push pin and then the seal and then the iron,0
I think I got it,1
