UTTERANCE,LABEL
Ive got an upside down server rightside up lady with a handkerchief sideways lady with a handkerchief and then the falling lady,0
got it,1
i got a turtle sitting cat a bunny and then the sideways dog,1
i think i got it,1
ive got half a stop sign the giant boat ramp and then the letter b,1
got it,1
got half a christmas tree the big boat the eraser shaped thing and then a vase,1
got it,1
Ive got a fat crow upside down Loch Ness monster a turkey vulture thing and then a duck with two feet,0
got it,1
upside down Loch Ness monster bird with a tail flamingo flying bird,1
got it,1
i got the upside down boat with the box sideways sailboat with three sails russian guy sideways boat with two sails,0
got it,1
Ive got a flying bird a flamingo a Loch Ness monster and upside down flamingo,0
got it,1
ive got the house upside down bowl sideways bowl russian,0
got it,1
got a fish swimming up loch ness monster fish swimming down ram,0
got it,1
Ive got a ram this weird thing with his tail like straight up giraffe and then a parallelogram with three triangles,0
got it,1
lady with a handkerchief pizza guy model upside down server,0
got it,1
Ive got a ram a squirrel a bunny and an alpaca,0
got it we were so close,1
upside down sailboat the letter c diamond speedboat,0
upside down sailboat letter c diamond speedboat,0
got it,1
ive got a hummingbird a crow flying bird flamingo,0
got it,1
the sailboat sideways thing with two triangles sticking out of it eiffel tower house,0
got it,1
okay Ive got the cave thing a fancy vase an apple and a giant boat,0
got it,1
okay Ive got this like sailboat with one sail kind of looks like a windsurfing board Ive got Tetris sideways house then a normal sailboat,0
got it,0
got it,1
Ive got a pipe scissors slanted square half a christmas tree,0
yeah I got a pipe scissors slanted square half a christmas tree,0
got it,1
I have a flamingo a dragon and then the bird with a tail and then the flying bird whos flying down,0
got it er let me unspeak damnit,1
alright Ive got a flamingo a seal a flying bird and a crow,0
got it,1
fetal position splits weird ass shape guy reading a book,1
got it,1
right Ive got big triangle arm guy lady like kneeling and praying or something a person doing the splits guy with a square chest,0
um boat letter c bridge pipe,0
got it,1
boat eraser batman mask tree,1
got it,1
Abraham Lincoln hammer Native American avalanche,0
got it,1
yacht half apple half christmas tree half apple,0
got it,1
brewster dragon duck loch ness,0
got it,1
speedboat stop sign palm tree scissors,0
got it,0
did you hit done,0
avalanche birthday cake triangle square house,0
got it,1
bunny fox giraffe crab,0
got it,1
a woman with a handkerchief facing down weird crab shaped thing handkerchief to the left guy tipping his hat,0
got it,1
Russian seal house houseboat hammer,0
sorry I didnt get that,0
got it,1
a bird flying down hummingbird bird with a tail flamingo,0
got it and god bless you,1
Ive got a big sailboat sailboat with two sails Native American double arrow,1
got it,1
big arm guy go kart guy weird blurry thing guy running up,0
got it,1
a thread spool hammer  russian hoofprint,0
got it,1
flamingo flying bird rooster loch ness,0
guy kicking upside down guy with hand out woman with both her hands out guy doing a somersault,0
got it,1
ok Ive got a bird flying up rubber duck sideways rubber duck upside down bird flying to the left,1
I think I got it,1
Ive got a crow a bird with a crunched up neck a crab and then a dragon,0
yeah we got a crow a vulture thing crab and then a dragon,0
got it,1
arrowhead guy girl with a handkerchief somersault guy running,0
bicycle guy guy running up weird shape square chest,0
got it,1
arrowhead long arm guy on his stomach guy sprinting,0
which one has like if youre looking at it normally which one has a mouth open,0
all right i got it,1
Ive got like a squirrel a bunny a camel and a bear,0
squirrel bunny camel bear,0
got it,1
got it,1
okay Ive got like this really big gas boat thing with the house on it then another boat which is like a single weird eraser tower on it sideways boat with two sails and then an apple with a bite taken out,0
yeah i just un click done,1
got it,1
Ive got a boat with one sail a weird pyramid with like the letter m on it the rocket ship and then a cactus,0
got it,1
okay ive got a fox ive got a giant whale a bunny and then i monkey or something or horse,0
got it,1
okay Ive got a horse a camel a cat sitting with no tail then a cat sitting on his hind legs with a tail,0
got it,1
got a flying bird Ive got this weird shape with like forearms and I have loch ness monster then a swimming bird,0
got it,1
I got this like cool house with a tower the unfinished desk and iron and a kettle,0
got it,1
I have a turtle a bunny a dog and the loch ness monster,0
got it,1
I have a turtle a snake an anteater and then the terrier,0
got it,1
Ive got the weird rhombus shape the apple with a bite taken out a houseboat and then a speed boat,0
I think I got it,0
okay yeah I got it,1
Ive got the pregnant woman that giant shape from before the person who is like handing you something that looks like a butler leaning over and then I have someone sitting facing to the left,0
nature crimes I got it,1
okay Ive got a ram then I have a fox the loch ness monster shape and then a horse or an alpaca or something,0
gotcha,1
Ive got this this like weird flamboyant guy leaning far out I think its a butler faraway fetal position weird crab shaped and then go cart person,0
got it let me start speaking,1
oaky ive got this weird hook shaped thing than an upside down bowl a sailboat and,0
got it,1
I have an upside down butler right side up butler person running and then a weird closeup shape facing to the left,0
got it,1
weve got a house with a chimney a sailboat with two sails the sideways sailboat and a hammer,0
got it,1
Ive got a person falling the woman in a dress someone kicking and then this weird giant shape,0
yeah and like someone broke her neck backwards,0
got it,1
Ive got a flamingo a flying bird a duck with two legs and then a big bird with a tail,0
uh it doesnt have hair its bald,0
got it,1
okay Ive got a bird with a tail an upside down flamingo the peacock and then a crab,0
ok Ive got a sailboat going up a normal sailboat a triangle and then a space invader,0
got it,1
i got a speed boat right side up palm tree parallelogram and then in a sideways palm,0
the fronds yes,0
Ive got a cave an apple a bridge and a sideways cave,0
yeah,1
got it,1
Ive got an iron a christmas tree triangle square Native American,0
got it,1
ive got a triangle square rocket ship a house and a sailboat,0
sailboat letter c pyramid pipe,0
got it,1
ram bunny squirrel crab,0
got it,1
Ive got a ram a tornado a fish swimming down then a ram with its head pointing to the left,0
got it,1
ive got a boat with the triangle on it speed boat the japanese triangle house and then a single triangle,0
got it,1
Ive got a speedboat a palm tree half christmas tree and a house boat,0
speedboat palm tree,1
got it,1
fish swimming down loch ness monster ram sideways tornado,0
got it,1
guy tipping his hat guys spreading upward lay with handkerchief triangle head,0
guy tipping his hat guy sprinting upward,0
got it,1
loch ness monster sideways loch ness monster sideways tornado kangaroo,0
got it,1
flamingo loch ness monster swan dragon,0
um loch ness monster swan,0
got it,1
tornado loch ness monster bunny fish,0
tornado loch ness monster bunny fish,0
got it,1
the rectangle with parts cut off diamond houseboat sail boat,0
got it,1
cave slant home plate vase,0
got it,1
thread spool tetris christmas tree double arrow,0
got it,1
unfinished desk candle sailboat house,0
got it,1
Ive got a lighter sailboat sideways lighter and upside down bowl,0
I think I got it,0
hold on,0
okay Ive got a crab a swan a bird flying down and the dragon,1
got it,1
I got a cave a weird vase a sailboat pipe,0
got it,1
Ive got a lady in a dress guy kicking triangle head upside down server,0
got it,1
a bird flying upside down is the big bird bird with a tail big bird flying up small bird upside down,0
got it,1
eiffel tower thread spool hammer upside down boat,0
got it,1
seal rooster bird with the tail loch ness monster,0
got it,0
got it,1
button wasnt working sorry Ive got a bird flying up a swan a duck and then a bird flying to the side,0
got it,1
alright Ive got a butterfly an upside down sailboat a right side up sailboat and then a ramp,0
got it,1
okay ive got a dog first one second one is a mess of shapes just ignore that just know its the second one third one is a horse with one leg up the last one is a dog just like the top facing down,0
okay you describe,0
okay Im hitting done,1
got it,1
okay Ive got an upside down apple other people also call it like a mouse or something then I have a slanted square a sideways speed boat and then that same shape but right side up,0
got it,1
all right ive got uh if you tilt your head to the left it looks like a person lying on their stomach then the second one is a woman in a dress third one is this mess of shapes something with a tail i guess and then the last one is a guy doing the splits,0
got it,1
got it,1
got it,1
got it,1
ive got the throwing stars this weird shape thing a flying bird then a big bird,1
got it,1
a seal a bowl an iron and a Native American,1
got it,1
half a christmas tree upside down sailboat right side up pipe sideways pipe,0
got it,0
did you hit done,0
got it,1
ok Ive got a bunch of triangles house with the chimney russian guy upside down sailboat,0
got it,1
got it,1
got it,1
native american upside down boat uh sideways hammer sideways house,1
I think I got it,1
shit okay I got a sideways crow a sideways ostrich upside down flying bird rooster,0
got it,1
okay there you go spaceship swimming the spaceship going down a bunny a t rex or something and then the spaceship going up,0
got it,1
Ive got a fish swimming down like something on its hind legs an alpaca and then a whale,0
I think I got it,1
Ive got a crow Ive got the dragon thing upside down flamingo upside down flying bird,1
got a bird flying up a crab like a turkey vulture or something and then upside down bird with a tail,0
got it,1
Ive got a house with like a chimney or something kind of looks like a lighter also then a sideways bowl a sailboat then upside down boat with like a box on it,0
got it,1
got a giant bird flying bird a flamingo and then a dragon,1
got it,1
all right so the first one fuck the first one the second one a kind of looks like a dog looking up for something its tail looks like a pipe tails going up towards the top right corner its heads looking up to the top left,0
i think the dems broken,0
got it,1
got the dragon a sideways crow upside down crow then a bird flying up,1
got it,0
yay its broken again,1
okay Ive got a bunny laying down a bunny on its hind legs the weird like sea monster shape than the t rex thing,0
got it,1
Ive got a giant bird a loch ness monster a seal and then a crab,0
got it hold on,0
I got it,1
Ive got a crab a big turkey vulture bird then a dragon thing then a giant flying bird,0
have a crab I have the turkey vulture this dragon hummingbird thing and a normal flying bird,0
got it,1
Ive got the rocketship thing going down rocketship going to the right this weird shape thing and then a fox,0
got it,1
Ive got the server upside down pregnant lady upside down guy doing the splits and then that last guy with like a long arm,0
got it,1
got a pipe half a christmas tree um that weird shape and then the eraser,0
got it,1
Ive got the dragon sideways crow upside down flamingo and a crab,0
got it,1
alright I have dragon seal upside down flamingo upside down rooster,0
broken button,0
its jinxed now its frozen,1
got it,1
I have an arrow facing to the right then a seal then this weird triangle things like three triangles in it then I have the avalanche,0
got it,1
um ok theres this weird thing with a square head thats facing to the left this weird mess of shapes then I have a boston terrier then a t-rex,0
did you say you got it,0
okay,1
sorry my button wasnt working  Ive got a dog facing down a dog on doggone hind legs a weird crab thing and there like a squirrel or some shit,0
yeah like we got thrown together with human and animal parts,0
got it,1
Ive got a kettle the upset and windmill iron and an upside down mountain,0
okay Ive got a flamingo bird with a tail the duck with two feet and weird crap thing,0
okay Ive got this weird shovel headed thing a fish swimming up a fish swimming down and then an anteater or something,0
yeah Ive got like weird shovel headed shape and in have a fish swimming up with its mouth open a fish swimming down and an anteater,0
got it,1
Ive got a dog a bunny a like kinda looks like a ram and then a big whale,0
got it,1
Ive got an upside down  mountain the triangle square house like an m shape in it and Abraham Lincoln,0
right Ive got the palm tree a triangle looks like a speed boat and then a sideways sailboat,0
right I think I got it,1
all right ive got a bird with a tail a bird with two feet a flying bird and a rooster,0
got it,1
grown ups upset down guys like handing someone a bowl or something this weird message shapes that sideways the falling woman and then the mess of shapes thats right side up,0
got it,1
got a cat sitting down a bunny a turtle and then this weird thing,0
got it,1
rather weird has a stop sign saying a slant a sideways batman mask and then a boat with a lot of stuff on it,0
got it,1
have a christmas tree in a research thing the boat was lost stuff on it and then a vase,0
got it,1
Ive got a bird with like its neck pulled a fat crow upside down bird with two feet and then loch ness monster,0
got it,1
I got a big bird with a tail a flamingo this weird mess of  shapes and then if you look at it with head tilts laughter its a bird flying up,0
got it,1
got it,1
alright Ive got this weird message shapes the thin crow the fat crow and a swan,0
got it,1
Ive got the baseball diamond a fish swimming down fish swimming up and then the fox with a bunch of freckles,0
got it,1
Ive got the woman a dress address a guy like leaning forward handing someone a triangle guy lifting his leg up really high and then guy,0
got it,1
Ive got a guy doing the splits upside down a guy laying on his back the weird mess of shapes and then a guy with a tail,0
got it,1
getting hold on,0
okay Ive got a guy with like a long arm sticking out a guy upside down kinda doing the splits leading dress sideways and again a fetal position,0
got it,1
that took a while ok Ive got a dog going down a squirrel a crab and then a dog thing walking to the left,0
got it,1
ive got a kettle a windmill an iron and a mountain,1
got it,1
flamingo bird with a tail duck with two feet crab,0
got it,1
Ive got a ram a fish swimming up fish swimming down ant eater,0
I got it ,1
not like that,1
got it ,1
okay so I got this mountain and its upside down because someone pressed the triangle square shaped button and then it caused the pyramids to collapse from the inside and Abraham Lincoln is just rolling in his grave,0
I got it,0
okay so I got this palm tree that got knocked over because someone pressed this triangle shaped button and now theyre getting away on their speed boat and while getting away they just knocked over this sailboat because theyre jerks,0
got it,1
I didnt have it Im so sorry so this upside down bird with a tail is running upside down because he was jealous of this duck that could swim upside down this bird decided to fly straight down into the water but wound up going up the ass of a rooster,0
I got it,1
I got it,1
so Ive got this cat looking down at the bunny who is totally going to pounce on the bunny hes racing the tortoise meanwhile theres a dog whos just minding his own business hes like Im not getting into this,1
cool cool got it,1
the b is batman,0
thats pretty neat,0
got it,1
I got it,1
so ive got this bird whos all crunched over and then ive got a crow a duck with two feet and the loch ness monster,0
I gotcha,1
