UTTERANCE,LABEL
Ive got the lady in the dress with no arms walking down the guy sticking his butt out holding a triangle the guy with the like long sleeves on the right and then the triangle body dude,0
gotcha,1
Ive got the sailboat first then the upside down kind of boat just like a rectangle on top of it and then on the right side up boat with a three sails just like the first one just right side up and then the last one is upside down when windmill,0
the first sailboat I have is a like on its side like the bottom of the boat is on the right and then the third one is the same thing but its just right side up,0
gotcha,1
sorry did you say the arrow is first in the picture frame second,0
got it now,0
got it,1
alright Ive got the lady in the dress her arms up the guy slipping on a banana peel upside down doing the splits in the last one is really weird it just has like a square on the bottom right,0
got it,0
got it,1
got it,1
all right ive got this seal than the fat roadrunner sideways flamingo and then the big turkey,0
Ive got the upside down dude upside down guy doing the splits on this the first ones the like bigger like boulder one and then the second one is the other dude the other guy doing the splits his legs are a little further apart and hes a little thinner and then the kid running the little hat and then the last one is a good guy falling with his arm out,0
all right ive got a sailboat with three sails first sailboat with two sails second then the triangle avalanche thing in the last ones the trapezoid on the left and the parallelogram on the right kinda sailboat thing,0
got it,1
Ive got the big turkey the rooster the smaller vulture then the fat vulture,0
got it,0
ive got the flying bird flying bird the duck turkey the crane,0
got it,1
Ive got a square nose snout dog looking right then a square nose snout dog looking left the x then the fish swimming down,0
Ive got the arrow to right the like actual arrow I guess and another one the second one like the chevron like just like the tip of the arrow kind of thing and then the pyramid with the m taken out and then the rewind,0
got it,1
I got it,1
um Ive got the upside down crane the rubber duck then the big roadrunner and then the flying bird with the triangle wings,0
got it,0
gotcha,0
Ive got the key the like boat with just a little triangle on it sideways sailboat and then the thing that goes left to right,0
I got it,1
got it,0
um Ive got the two sailboat with the sails are on the right side Ive got the upside down sailboat got the arrow pointing right and then Ive got the like sideways sailboat with like the triangles are just floating,0
got it,1
ive got the sailboat the hammer the upside down mountain and then like the weird bird,0
oh there we go uh I got a spike the apple with a bite taken out the vase the bridge,1
ive got the oh i got query,0
upside down guy with the long sleeves oh my god um person kneeling reading the book then the person falling then the horizontal person,0
yep,0
that was my bad um I had the ramp the cave and the mountains the triangle and then the rectangle missing a triangle,0
got it,1
got it,0
Ive got the got a query actually,1
oh my god um Ive got the pipe the b the apple then the tree,0
I got the pipe the letter b the apple then the tree,0
you said the big turkey was first sorry,0
got it,0
Ive got the kid running the little okay hes running right with the little hat and then the other kid and hes running like up and then a square body and then dress person,0
got it,1
got it,0
ive got a triangle the key the arrow pointing up and the like bottle,0
sorry sorry can you repeat the first two,0
gotcha,1
Ive got the half a christmas tree then the like big like barge boat or steamboat and then the trapezoid with the three triangles and then the key looking thing,0
got it ,0
Ive got the pine tree then the trapezoid then the sailboat then the parallelogram,0
gotcha ,1
I got a query one second,1
got it ,1
all right the first one i have is like the big block and then the apple then the rooftop and then the like a boat which is like one little triangle on top,1
gotcha,1
yep,0
got you,1
got it ,0
ive got the top hat then the sailboat then the like i dont know it looks like a tower of a castle or something and then a house with a chimney in the garage,1
gotcha,0
got you,0
um Ive got the rocket going sideways first and then the arows with like the two triangles overlapping pointing down and then the first dog is on its hind legs and the third dogs got the like square snout,0
yup and its going to the right,0
got it,1
got it,0
got it,0
Ive got the big block first then the weird loch ness and the kangaroo then the like rat,0
Ive got the like big peacock looking bird I guess then the loch-- actual loch ness monster then the upside down crow and then the upside down flamingo,0
gotcha,0
Ive got the sailboat upside down mountain the triangle and the square and then the top hat,0
yep uh so I got what I call a sailboat first and then the upside down mountain then the triangle and the square and then the top hat,0
gotcha,1
all right ive got like weird like block with the shapes coming off the corners kind of looks like an x then the big turkey then a little turkey and then the upside down flamingo,0
got it,0
yep um I have the sideways sailboat then the air force looking symbol thing with like a diamond on the left then the upside down sailboat then the house with the triangle chimney,0
Ive got the boat uh with like the white square in it and then the upside down sailboat upside down windmill and then the triangles,0
got it,1
Ive got the rubber ducky flying bird with triangle wings the x then the flamingo,0
got you,1
the upside down swan flying bird with triangle wings rubber duck then the turkey,0
gotcha,1
ive got an arrow to the right sailboat um vertically and then the birthday cake and then a regular sailboat,0
got it,1
got it,1
got it,1
Ive got the rubber ducky the x the flying bird with triangle wings and then the big turkey,0
got it,1
sorry can you repeat that,0
gotcha,1
gotcha,1
got the llama ox the standing fox then the square nose dog,0
all right ive got the triangle head person then the person with a square body and then the rectangle body guy with no legs holding a triangle then the guy slipping on a banana peel,0
uh the raven the snake the upside down duck with legs and then the big bird with triangle back,1
got it,1
got it,0
Ive got the upside down boat with the little square cabin thing the sideways sailboat with three sails then the square with the spikies coming out and then sideways sailboat with two sails,0
got it,1
got it,1
got it,1
all right ive got the turkey looking up the road runner the turkey looking down at the flying bird,0
sorry can you say the first two,0
all right ive got the guy holding the triangle no legs person on their knees reading a book a little kid running a big guy running,1
all right got the birth ive got the um birthday cake first the bowl the seal and then the bird or rocket ship thing,0
all right sorry you said diamond apple last correct,0
got it,1
all right ive got the rubber duck first flying bird triangle wings second crow and then the big bird with a triangle back,0
got it,0
all right um upside down crow road runner seal turkey,0
got it,0
got the loch ness monster the swan the flying bird triangle wings upside down flamingo,0
got it,1
um Ive got the sideways crane upside down rooster seal roadrunner,0
candle double arrow windmill sailboat,0
Ive got other than the two hammers the on the first one is like the little triangle park pointing up and the second one is pointing point the left is,0
alright Ive got the weird looking shape with the flat side on the left first then the rooster then the fat crow in the little crow,0
i dont know i click done its just loading or something i thinl,1
got it,0
um Ive got the dog with the square head and its running to the left as one front triangle paw and two hind legs and then the second ones normal dog the third one um like the cat in a tree its kind of weird looking in the last one the other square snouted dog on its kind of more looking at the ground then the first dog and only has like two legs so,0
all right ive got the rabbit first then the cat rabbit cat llama dog on its hind legs,0
got it,1
all right ive got the weird one with the flat side on top the bird with the big triangle back the flamingo then the rubber duck,0
you said the duck with two feet was first right,0
got it,0
I got the front flip guy a person like running the right guy sticking his butt out on the triangle and then the guy laying down,0
Ive got like the lady in the bustle dress then the guy sticking his butt out holding the triangle and the lady walking in a dress and the lady with her arms out in a dress,0
got it,1
oh I got like a weird monk looking dude first um then the second one looks kind of like a rooftop with like a chimney like unlike arrow to the right and the second ones person kneeling with a book out the last ones own falling I got a query,1
got it,0
Ive got the regular dog looking left arrow pointing down cat in a tree regular dog but hes looking downwards,0
got it,1
alright Ive got the flamingo upside down the crow then the snake and then the swan,0
alright Im just stealing the mike a dog facing down the x um weird looking dog thing and a big square,0
yep,1
got it,1
all right i got the llama the regular dog the shark and then the rocket ship,0
got it,0
two sail  i got a question real quick,1
um Im sorry two sail boat first the big boat with the like arrow on it or steam stack thing then the speed boat yacht and then the sea,0
got it,0
Ive got the speedboat the cave in the mountains and the trapezoid and the rooftop,0
got it,1
Ive got the sailboat with the like two floating triangles then I got the upside down sailboat with two sails and then ive got the like big like freight boat and then the thing that goes top left to bottom right,0
whoops,1
got it,1
Ive got the apple with a bite out of it the boat the b and then the bottom left to top right thing again,0
got it,1
got a query one sec,1
Ive got the squirrel ive got the box head dog the camel the rabbit,1
got the llama the arrow pointing down with the triangle and then the fit the fish and then the rocket ship going down with a square,1
got it,1
you said the cave was first,0
got it,1
Ive got the stingray the square nose snout dog hes kind of looking down hes got like a parallelogram tail thats going up and then the next one is another square snout dog hes looking like completely like level and then his tail is like almost leaning left and then the last one looks the last dog looks really weary and he has like two little pointy legs,0
we got the guy with the long sleeves the one slip and slide guy hes like triangle feet on the bottom then the third ones is another slip inside guy but his feet are on the top and then the last one is a guy laying down,1
got it,1
we got the big turkey road runner flying bird and the the swan,0
got it,1
got the pipe then Ive got the speedboat going down the like top like whatever it is I dont know I guess it just looks like its going down and then the third one its another speedboat but its going up in the last one is just a bridge,0
got it,0
we got the pyramid with the m taken out the sailboat Eiffel Tower the next to it,0
got it,0
Ive got the seal the rubber duck upside down crow flying bird,0
no I dont think so I think its like slightly different,1
got it,1
got the like upside down palm tree the apple with a bite taken out of it the whole apple and the last one kind of just like a jewel like a diamond,1
you got it,0
Ive got like um ive got a steamboat looking with the white square and then the sailboat regular right side up and then the weird square headed shark thing and then like the last one kinda looks like a sideways sailboat,1
got it,0
all right ive got the barn looking one the big freight boat the thing that goes left and right iand then a spikey thing,0
got it,0
ive got the speedboat going down the bridge the comb the sailboat,0
you said the sideways vase was second,0
got it,1
alright there we go um the first one I have is like the dog with the triangle ear and its standing up normal and then the second one is the same thing but the head is facing down and then the third one is like another sort of like dog animal thing with the parallelogram tail on the right and ithen the last one is kind of a weird one,0
got it,1
Ive got the upside down apple parallelogram a speedboat and then the regular apple,0
got it,1
did you click done I got it,0
got it,1
all right ive got this seal first then ive got the bird flying with a triangle wings then the square with the shapes coming off the corners and then the last one is the weird bird,0
got it,1
Im getting a query,0
sorry my first one is the corner of the picture frame then abe lincolns hat with the stuff coming out and then the like zigzag line and then the arrow pointing to the right,0
alright my first ones the lady in the dress walking then the guy and kicking the football and the upside down guy with the sleeves and then the kid with the hat walking up the wall,0
gotcha,1
sorry can you repeat the first two,0
alright I got it ,0
got it,1
got you,1
all right my first ones the arrow pointing up with the triangles then the sideways sailboat then the upside down apple and then the right side up apple ,0
all right my first ones the seal second one is the swan third one is the road runner and the last one is the weird bird,0
got it,0
got it,1
alright my first one is like um a guy holding a triangle hes kind of like sticking his butt out and then the next one is the same thing its just rotated so the first one hes got like his feet on the ground in the second one hes got his feet on the wall and then its the fetal position then its the really weird mountain with a diamond on top,0
got it,1
alright Ive got the rectangle missing the triangle in the top right kind of pointing up and then the sea and then the weird like house looking thing and then the like vase,0
got it,1
Ive got the sailboat first seal looking thing upside down windmill then the like sideways bowl,0
yep alright I think I got it,1
Ive got the pipe Ive got um the ramp thing Ive got the weird like house thing and then the last one is kind of like a square on the left I dont know what it is,0
got it,1
got it,0
Ive got like the original lady in a dress walking then Ive got like a upside down kind of zoomed in guy holding a triangle and then a newer like zoomed in version of like a lady in a dress and then the last ones just kind of weird its got the two like triangles kind of pointing up,0
did you click done,0
got it,1
all right ive got the two uh arrows then the rocket ship then the rabbit comin out of the hat then the birthday cake,0
ya uh the arrows first then the rocket ship then the thing comin out of the hat and then the birthday cake,0
can you say the first two,0
got it,1
all right ive got the upside down duck with feet and its heads in the bottom right and then the second one looks exactly the same its just turned so that the head is in the bottom left and then the fat road runner and then the flamingo,0
some crabby looking thing like a bridge with two little holes in it and then trapezoid and then the rooftop,0
all right i got it,1
got it,1
all right ive got the iron then the avalanche then the boat and then the shark with a square head,0
got it,1
all right ive got the fetal position with the head at the top then the second ones the other fetal position head in the bottom and then the lady in the dress walking and then the last ones the weird person its kind of blurry,0
gotcha,1
all right the first one i have is the bird with the triangle wings flying then the upside down rooster then the turkey and then last one is kind of a weird square with the shapes comin off the corners,0
gotcha,1
sorry I was answering something can you repeat,1
got you,0
all right ive got the iron bowl on its side square head shark and then the triangle in the square,0
yep thats the last one is kind of a big triangle,0
all right ive got the hammer with the like mallet on the left then the eiffel tower and then the weird sailboat and then the hammer with a mallet on the bottom,1
got it,1
alright my first one is the upside down flamingo my second one they like flying bird raptor or whatever and then the third one is the rubber ducky in the last ones the like x thingy,0
all right and the first guy holding the triangle this kind of weird like spiked tail or something,0
got it,1
got the Ive got the apple the parallelogram the upside down like palm trees thing and then the scissors,0
got it,1
Ive got the guy with the square body with no arms first guy doing a front flip the weird like rooftop looking thing with the chimney and then my last one is a guy with like holding his arm out in front of them,0
yep,0
got it,1
the first ones kind of like the like cave in the mountain but its like turned and then the letter c and the upside down palm tree and then the scissors,0
got it,0
my first ones the rubber duck second one the big turkey third one cecile last ones the x,0
got it,0
got the speed boat I have a christmas tree the thing with the dots in the corners and an apple,0
um what the snakes are you said the upside down one was third right,0
got it,0
got it,1
got it,0
Ive got the um three sailboat or whatever right side up first the second ones like trapezoind and parallelogram looks like a sideways one sailboat then the all the triangles in a line and then the last one is kinda like the odd sailboat,0
got it,1
um first Ive got the guy holding the thing eye level then the lady in dress walking then the guy with his arms out with the big sleeves and then the rectangle guy holding the triangle,0
got it,1
gotcha,0
I got the letter c the spike looking thing then the ramp then the boat,0
got it,0
got the arrow pointing up with the square at the bottom an arrow pointing down with the triangle and then somewhere like pokemon horse looking thing and then the cat,0
got it,0
ive got the cave in the mountain a spike then the vase than the crab,0
Ive got the flaming um with its feet on the right and the head on the right sorry feet on the left head on the right for the flamingo and then the upside down like rubber duck then the like weird one that kind of looks like a flamingo and then the last ones a swan,0
got it,1
got the corner of a picture frame to the right sailboat hammer,0
got it,1
got the upside down dude doing the splits lady with their arms out in the dress the third one doesnt really look like a person but what can be the head is in the bottom right in the this guy slipping on a banana peel,0
got it,0
got the seal then Ive got the skinny vulture looking left then the fat vulture looking right then the fat road runner,0
got it,1
got it,0
all right ive got that apple triangle palm tree and in white rectangle miss a triangle,1
he said the arrow than mt,0
i mean its very quick done,1
got,0
ive got the triangles with the arrow out parallelogram the diamond an upside down,1
weve got a sailboat the little boat than the one sailboat and an arrow to the,0
got,1
sorry i missed all,0
got,0
got the guy doing the splits upside down the penguin guy falling then the weird big blob guy in the last one is going down,0
you got,0
got the boat with like a chimney on it in the vase in the speedboat going up and down in the horizontal speed,1
the first one is a parallelogram in the crab in the ramp then the,1
i got the arrow on the squirrel rat and then the dog with a square head with a parallelogram tail in the last one is like a dog with a weird head and a square,0
got,1
got the kangaroo the x the dog with the rocket ship,0
got the weird blond dude that isnt really a dude in the bicycle then the lady in with a triangle then the lady walking in a dress,0
ive got a fat crow turkey looking down turkey looking up rooster,1
got,0
on the upside down rubber duck the axe the swan and in the last one is kind of weird with the flat side on top,1
got it the windmill thing,0
ive got the stingray thing then the whale and then the squirrel and the weird dog,1
be outside on a sailboat ample ramp,1
blow the vivacious um ok first bow has three sales the vase than the boat with one sailed in the last boat with the white,0
ive got the little bear fetal position the acts in the dog in the rabbit,0
got,1
ive got the weird thing with the fly said on the left first and the nurse turned in the road runner and in this one,0
i got the candle the square headed shark saying the abraham lincolns hat and the hammer,0
ive got the rooster the a triangle wings flying turkey and duck,1
i got,0
got,0
the triangle chimney triangle house in the triangle like him cut out two arrows avalanche cliff,1
got the like squirrel with the head on the left first and then like the squirrel rat is second and then second one the heads on the right and then the fish swimming down the arrow pointing up,0
weve got the ax the weird flamingo the crow the flying bird turn triangle,1
yeah,1
got the triangle guy run into the right like ice skating and then the second one the weird monk dude third the ones im going to hold the triangle last one person running with a kick,1
you said snake crow valter one is supposed to be a rooster,0
got,1
got the arrow pointing down the lady way their head on the right guy sticking his it has but out and hold the triangle and hes standing on the wall on the triangle and then the last one is the right side up guy holding the triangle sickness bug,1
yup a triangle her triangle arrow pointing down in the lady falling weather hitting the right in the last two or the guy with the triangles on this boat out the last ones him standing on the ground on the wall,0
got it,0
Ive got this seal the like square with the stuff coming off the corners kinda looks like an x and then the upside down crane and then the swan,1
got it,1
the second ones the guy holding the triangle the rectangle body with no legs the first one was the fetal position,0
yeah I clicked it I think its loading or something,1
yep that was it my button was stuck on Ive got the guy lying horizontally then Ive got like a person running to the left kind of and then like the lady in a dress sideways kinda in the last one the person going up and down I dont know,1
got it,0
Ive got the triangles top hat Eiffel Tower bowl,0
got it,1
got it,1
Ive got the house with the chimney the garage the arrow to the right the top hat then the windmill,0
got it,1
got the turkey looking up the upside down swan the road runner and then the big turkey,1
gotcha,1
Ive got the ax the duck with feet the weird loch ness monster and the big bird with a triangle back,0
got it,0
got the kid running with the hat and then the guy with the big sleeves the jumping or something and then the lady in the rest of your arms out in the guy laying down,0
Tom on that two with the triangle wings um which one has more like one of them has like a triangle head thats like just a triangle by itself is that second or third,0
and you said that was the second or third sorry,0
got it,0
all right ive got the apple and then the letter b then the sailboat and then the spike,0
got it,1
right Ive got the trams only with the three triangles first in the big steamboat thing than the triangle two doors down then the ramp,0
got it,1
the bridge with the two holes in and then Ive got the bridge without felt just like the one big hole and then the rooftop then the ramp,1
the okay so for the two that are the yachts on the top one is it got like I guess its what Im thinking of was the front is going down in the third one its going up,1
got it,1
alright my first one is the lady in the dress my third one its like a guy like kind of high stepping or something is heads like perfectly in the top left corner and then the third one in like a weird dude with a good triangle or something in his hand his heads in the top middle and the bottom one the like square head thing is in the bottom right corner and it doesnt really look like a person,1
got you,0
Ive got the fox the llama the snake then the weird x,1
got you,1
Ive got the weird rocket ship burn thing in the a spool thumbtack and in the third one is a cake in the last one is the upside down sailboat,0
gotcha,1
Ive got the avalanche thing first the seal the box the square with the sharp stuff coming out the other side and then the upside down bowl or vase,0
Ive got the stingray first the sitting dog with the square head second the regular dog third and the last one got the flies on on the bottom,0
got it,1
got it,1
got it,1
Ive got the dog on his hind legs first hes got to like parallelogram tail square snout and then the second one like a regular dog third one is another square snell um but hes got out front leg on the ground and back like on the ground in the last one is a rocket ship,0
got it,1
sorry can you say the first two,0
got it,0
got the fetal position guy guy sticking his butthole hold the triangle on upside down splits and the one that doesnt look like a person,1
got it,0
got the whale the stingray and dog whale stingray x and the dog,0
I got the weird looking not so duck a duck first and then the second one is the house third one is like the third one so light travels oik with like the one parallelogram sale and then the last one is the square with the spiky stuff coming,1
got it,1
oh shoot there we go Ive got that dog looking down with the little triangle ear then Ive got like the dog with the on its like hind legs like a tail on the right and an x and then the square nose dog is last,0
got it,1
so the last ones the one with the big square head and on the left on the right,0
got it,0
alright Ive got the flamingo first um the road runner the duck then the x,0
got it,1
the first one looks like this squirrel then the shark then the arrow down and then some sort of weird dog thing I guess,0
sorry all I heard was turkey last,0
got you,1
got it,0
upside down mountain triangle square upsidedown mountain triangle square pyramid and then the hat with the thing coming out,0
got it,1
did you say the arrows first sorry,0
got it,1
Ive got the upside down road runner Ive got a upside down duck than the turkey looking down and then the rooster,0
got it,1
alright I got the sitting cat the rabbit the turtle and the weird one,1
yeah I got the rabbit first or sorry yeah sure uh rabbit first cat second turtle and then the last one its kind of weird,0
got it,1
got it,0
Ive got half a christmas tree the spike the boat then the vase,1
gotcha,0
Ive got the biggest bird with like the dig triangle back looking up the raven upside down duck and then the snake,0
got it,0
Ive got the fat road runner then the turkey then the one with the flat side on the top and then the weird like kind of abstract upside down flamingo sorta,0
sorry I got the last two um is the lady dancing first or second,0
got it,0
um the squares with the triangles coming out of the bottom then the sideways sailboat then the like upside down boat with the rectangle and then the last one is also a sideways sailboat but the last sailboat has three triangles,0
got it,1
I got turkey left upside down flamingo flamingo sideways and then the snake,0
got it,1
upsidedown bowl a square with the triangle stuff coming out sideways bowl house,0
you said the third was a guy like lifting his leg up,0
got the shark,0
one second Im getting a query,1
all right sorry um the shark the snake the weird dog horse thing and then the rocket ship,0
