UTTERANCE,LABEL
I have a houseboat a sailboat the right side up then I have a sideways plant or people call it the russian I dont see it and then um a sideways sailboat,1
I have home plate I have this like a freight boat then I have a shape and then a um a slope,0
got it,0
I have a speed boat a bridge half a christmas tree and then a sailboat,1
got it,0
I have a cat that looks like his hair is on end I have a fox laying down I have a ram and then a whale,1
got it,0
I have like a crab looking thing a bridge a houseboat and then a speedboat,0
got it,0
okay I have a ram the rocket ship a sitting cat and a kangaroo,0
got it,1
I have a fat crow a rooster a seal and then a duck,0
I dont know but I got it,1
got it,1
okay I have the submarine a squirrel kangaroo and the rocket ship,1
yeah I have a submarine a squirrel looking animal and then a kangaroo in a rocket ship,0
got it,1
I have a big tree an apple a sailboat and a speedboat,0
got it,1
I have a flamingo a bird flying down a seal and then link the vulture turkey thing,0
shoot could you repeat that please,0
got it,1
have a rooster a fat crow the vulture turkey and then a crab,0
got it,0
I have a sailboat with one sail a birthday cake upside down boat with a rectangle and then a sailboat with three sails,1
got it,1
I have a giraffe dog facing down a turtle and then the squirrel,0
got it,1
I have a big triangle guy the person lying on their back a guy kicking a football and then the server,0
yep I have the big triangle guy the person lying on their back a guy kicking a football and then the server,1
alright Joe bow lets get it I have a triangle I have a tringle with two cut outs I have a slope and then I have a waird shape with like a white triangle in it or white diamond,1
oh okay I have a flying bird going to the right I have a flying bird going up I have a seal and I have a flamingo,1
got it,1
I have an apple an x a parallelogram with the end cut off and then a key,0
got it,1
I have a bird with the triangle foot I have a bird with a weird neck I have a duck upside down with two feet and a crap,0
can you repeat that please,0
okay Ive a person thats leaning over with a handkerchief facing down I have someone in the fetal position I have a person riding a bike and then I have a square guy facing down,0
Ive the loch ness monster upside down like a big weird virsion I have a rooster a bird with two big triangle wings and a skinny crow,0
got it,0
I have a pipe a bridge a weird crab with the head and then um um a boat,1
got it,0
Ive a the girl in the dress the person holding a bell the person reading upside down and then the triangle guy with his legs spread apart,1
Im so sorry I messed that one up,0
got it,1
an unfinished desk a flower vase upside down plant and then a sailboat,1
you got it dude,1
Ive got an upside down boat a sideways boat was like really jacked up sales and then a hammer and then the weird thing shapes,1
got it,1
I have a tornado looking thing a weird dog with a really long diamond tail and then I have the terrier no weird schnauzer looking one and then I like this looks like a cat who is like freaking out with like its the hair on end,1
got it,0
Ive got the really fat arm I have a oh god I have okay so my next year the same aesthetic thing but this the first the second one I have this fat arm and then the second picture oh god hold on,1
yes thats what I had thanks,0
Id just like to point out that its a miracle I got that last one correct anyways I have a bear a ram the loch ness monster and then a fox sitting,1
gotcha,0
alright I have the trapezoid but the long ends up top upside down apple sideways half christmas tree and then that the weird shaped elongated whatever,0
wait a minute so your speed boat was first,0
right but he of the pipe speed boat bridge speedboat,0
yep okay thats where I was like confused thanks,0
okay I have a dog going down a bear loch ness monster and then I think it looked like as when lying on its hind legs but it could just be me,1
gotcha gotcha gotcha,1
I have a palm tree elongated hexagon that weird home base and then this looks like a flower vase like a lumpy flower vase,0
yeah dog,1
I have a seal duck skinny crow weird bird with big long triangle wings,0
got it,1
have a palm tree small skinny apple with a bite taken out a big apple and then a diamond looking thing,1
the headless animal thats so messed up got it,0
got a houseboat a sailboat a sideways plant and then oh then the smallest sailboat,1
the what is my my third one is something that looks like has a windmill,0
my third picture looks like its the windmill thing,0
yeah some weird thing,0
okay,0
got it,1
I have a fat crow a rooster a teradactyl and then a flying bird,1
got it,0
I have a cat a fish a rocket ship and a bunny,0
got it,1
I have a large guy looks like hes stepping up a step but he takes up the whole picture almost and that I have a lumpy girl in the dress I have a triangle man his head in the bottom right corner and then I have a girl in a ball dress like a ballroom dress dancing,0
got it,1
got it,1
I have a cat sitting I have like a wiener dog with his head in the very top and then I have the dog on his hind legs and then a rocket ship,0
got it,1
the waiter um it kind of looks like a woman in the dress um it looks like shes taking in it looks like shes facing the front and I dont know how to describe her it looks like shes wearing a dress but then the third picture looks like a woman like running to the left of the picture and then I have a woman running down like a smaller woman,0
thats the third one the third one has the arm behind her,0
got it,1
I have a cliff a tree a slope and then a bridge,0
I have a big flying bird with his head in the top right corner and then I have like a duck sitting on one leg and then I have a fly a small flying bird and then I have a big flying bird again with his head in the bottom left corner,1
got it,1
I have a boat a key a hat with two triangles and then like a diamond shaped thing with an extra two sides,1
got it,1
I have a dog facing the left a cat facing up a giraffe and the dog with the square snout facing down,0
what were the last three,0
okay got it,1
I have an unfinished desk and upside down plant or like a seal with a box on his head and then an iron and then a mountain with an m cut out,1
gotcha,0
I have a funky looking vase or a bowl and that I had the indian the avalanche and then a sailboat,1
got it,0
I have a crab a bird flying upside down duck and then the duck with no legs,0
I have a triangle a vase the ruby top to bottom its going from the left down to the right and then my last picture is going from the bottom left to the top right,1
got it,0
I had the upside down plant the steaming soup or whatever and then the sideways plant and then a sideways house,1
got it,1
I have the really weird looking sailboat with like the three sails but theyre not aligned and then I have a boot a house and the sideways plant,0
I have the sailboat I have half a christmas tree I have the bee and then I have the full christmas tree,1
got it,0
I have the dog I had the rocket ship I have a whale and then I have a dog facing down my first dog is facing the right,0
I have a triangle half a christmas tree a b and then the rupee,0
got it,0
I have a sailboat a steamboat an x and then like a crab lookin thing,1
got it,1
an upside down guy the waiter um us this waiter is like facing to the left and then I have another waiter facing down and then a triangle guy running to the right,1
okay I have a houseboat a sideways sailboat an upside down sailboat and then like a wiggly thing,0
okay well the first dog look like a little terrier with like a square nose and then your third your second dog looks like a wiener dog with one leg and it came on a whale,0
like is your second dog facing up,1
we definitly dont have the same thing then,1
okay so Im going to do the camel okay Im just gonna switch it so we know kinda the same thing the camel first and then the whale and then the skinny dog and then like the tip it looks like a boston terrier like four legs a tail and then a snout,1
okay I have a guy running really fast a guy in fetal position a woman walking up or walking down not sure which one and that and upside down triangle guy,0
got it,1
okay I have like a weird aura like a symbol of shapes like its literally nothing and then I have like an upside down cactus plants looking thing and then I have an avalanche like a square with a bunch of random rhombus coming off of it and then I have a triangle the square,1
got it,1
okay I have a person coming off of this like hes coming from off the picture onto the picture so like half his body is missing and he like holding his upside down holding like a bell or something and then I have a woman running to the left and then I have a guy tumbling down and then this other weird person,0
okay I have a sideways cactus sideways um windmill or like mill with a whatever and then a hammer and then a random it looks like a building I guess but Im not really sure what else it could be,1
got it,1
I have a cactus in unfinished desk the avalanche and then upside down like little boat thing,0
ok I have this person I have this person coming off the like on the screen again happens by missing holding that bell but facing upright then a guy in fetal position and upside down triangle guy and then a random thing again,0
is the first one this small one and the second one is like the one with the curled up neck,0
got it,1
I have a sideways trapezoid home home base then a pipe and then something that looks like it could probably be a pokemon I dont know,0
got it,1
I have a sideways home a sailboat that looks like the outline of a home with like a big chimney and then a houseboat,1
got it,1
I have a bunny standing like a sea serpent facing down the bunny laying down and then a camel,0
Im starting with cactus the maze arrows or triangles pointing to the left and then a sideways vase,0
got it,1
ok Ive the flying bird the vulture with a weird neck a big big flying bird it looks like an upside down um thingie that other bird yeah,0
yes small flying bird than the bird with like the weird neck and then a big flying bird for the third one and then upside down vulture for the or whatever it is for the fourth one,1
okay I have triangles pointing to the left a sailboat with one sail an upside down boat than upside down candle,0
okay I got it I like to call them tornadoes,0
Ive a sideways duck I have a sea lion then I have a bird with like two big triangle wings and then I have a bird standing on one leg,0
I have an alpaca kangaroo a bunny laying down and then a weird animal with like a trapezoid on its head,0
got it,0
okay I have a sailboat Abraham Lincoln the footprint and the houseboat,1
got it,0
I have half a christmas tree the big eraser this thing that looks like I dont even know the outline of like a weird poke him on Im not sure and then a bridge,0
I dont know,0
gotcha,1
no yacht its a cave I got,1
hard,0
for the record is a miracle I got the last one right anyways I have a rom based a big old boat a but with an arrow and then a bridge,1
yes,0
got it,0
have a pipe be an apple and a,0
got it,1
I had a big old boat again a bridge made a small boat but is like a house boat it has a roof and then the cave,1
got it,1
Im sorry I guess I didnt have that I have a trap is oik seven feet which employed a bowl of rice or a bigger a certain apple,0
gotcha,1
I do have triangles I have a sailboat and I have a in,0
have a triangle a key of say some of the arrow and that is like a picture of,1
got it,0
well I have a bowl of rice tree home plate,1
got it,0
I have a kangaroo cat with his hair on and a tornado and then the headless dog,1
got it,1
I have a triangle torso guy girl addressed a person running down and then someone praying or reading a book,0
got it,1
okay so my father had done before you told me anything on accident and then I move it around so it must have freaked out waste I have somebody in fetal position triangle small triangle guy bay triangle guy and then something that just takes up the whole picture something really weird looks like a deformed bodies,0
got it,1
I have a dog peeing ever ram I have the stingray and then the fish going up or its like a rocket I dont even know,0
the dog peeing and then the ram this dog peeing looks like two human feet in the back and then one triangle leg in the,1
hes facing the right,1
I would say that yes,1
have a christmas tree a bridge a cave in home plate,0
got it,1
Im sorry I have a seal with the brick its said i have a house sideways a sailboat sideways and an indian man,1
I the money a fish I lay nobody and that address,0
got it,1
I have upside down triangle man a square body guy another guy looks like hes taken the whole thing and then something with an arrow on it and yet,1
what were your first,0
now no what your first two were,0
average apple that was bridge with two,0
a no I have a bridge an apple a sideways bridge in the triangle to cut,0
its second,0
okay I have a speedboat going down a bridge a pipe and then the speedboat going up,1
okay,1
I have a sailboat a bridge with an m cut out or a mountain and then a house and then an Eiffel Tower,1
I have an upside down crow I have a seal a duck with no legs and then a bird with like two big triangle wings,0
got it,1
I have a palm tree a big big apple a littler apple with a bite taken out and then like a diamond stop sign but not a stop sign,0
sorry could you repeat that please,0
ok got it,0
I have a sideways sailboat a sideways plant a houseboat and then a right side up sailboat,1
yep sideways sailboat the sideways plant the right side up houseboat and the right side up sailboat,0
got it,1
I have like the steamboat home plate an eraser and then a slope  ,0
got it,1
I have a sailboat a speedboat going down a bridge and then half a christmas tree,1
got it,1
I have a fox laying down and then I have a cat it looks like hes like really stressed out you know like when the hair stands on end and then I have a whale and then a ram,1
okay I have a guy looks like hes flexing or something like a crab I have a houseboat a sideways uh bridge and then a speedboat going to the right,0
alright I have a weird angle of a ram and then I have the rocket ship a kangaroo and then a sitting fox,1
got it,1
I have a seal a duck a rooster and a crow,0
k I have it looks like a tornado sideways and then I have a whale and like the tail is on the right hand side of the picture facing down then I have an animal on his hind legs that a rocket ship,1
got it,1
okay I have a rocket ship um the submarine a kangaroo and then it looks like a skunk almost like an animal with the head in the top left corner,0
got it,1
okay I have a pine tree a sailboat a speedboat going down and then an apple,1
got it,1
okay I have a bird flying down like a big bird then I have a bird its like a weird scrunched up neck and that I have a seal and a flamingo,0
got it,1
okay but upside down rooster a duck or a bird with like the weird neck upside down crow and a crab,0
no I have upside rooster the really big bird with the weird neck and the upside down crow and then the crab,0
got it,1
I have the birthday cake a sailboat with like one weird sail and then a sailboat with like three mismatched sails and then an upside down boat with a rectangle on it,1
got it,1
sorry about that I have a dog going down a giraffe an animal with his head in the top left corner and then I have a turtle,0
does the last one look like a key,0
okay got it,1
got it,1
yes,0
I have a flamingo a flying bird a duck with two legs and then a duck or a bird with one tail moving like a crow,0
okay got it,1
got it I think the third one looks like a whale with like a weird tale,1
got it,0
I have a sailboat um a vase a pipe and then an arrow,1
okay I have a vase a sideways vase a hammer and then like a houseboat,0
okay I have a dog facing down ooh with like a triangle ear and then I have a cat it looks like you know when cats get really stressed out and the hair stands on end that looks like thats what this cat is doing and then I have a dog running to the left and then I have a dog it looks like a terrier facing down like it has like a square snout and like a rhombus for a tail,0
all right i have a half eaten apple and upside down half eaten apple a speedboat and then a parallelogram,1
its like a sideways a speedboat the third one,0
okay got it,1
got it,1
okay I have like hold on,0
got it,1
I have a birthday cake upside down like little small boat the sailboat and then an iron,0
same,1
okay I have like a shape and it looks like a chair missing the legs on the back like where the seat is or the back of the seat is then I have an unfinished desk an arrow pointing to the right and then Abraham Lincoln,1
yeah the second one i think i called it a chipmunk but yah got it,1
me too,1
got it,1
does your second dog look like an alpaca and does the third shape look like a tornado,0
got it,1
got it,1
ok I have a guy running sprinting a guy tumbling over a woman running down and an upside upside down person,0
got it,1
I have an arrow a cave or a bridge a littler bridge and then like a cave sideways,0
the really really big one,0
I was like ahh its second,0
yeah,0
looks like aslan the lion but ya i got it,1
I have a wiener dog going up a fish going down a fox standing and then like a double air going down,0
got it,1
I have a person in fetal position and guy sliding down an upside down really big person or I think we call him a butler and then a guy a dog person,0
got it,1
I have a house boat upside down mountains Eiffel Tower and then a sideways boat,0
got it,1
I have a big sideways boat a triangle it looks like a hat with two triangles and then a crab,0
got it,1
I have a palm tree in the upper left corner a palm tree in the lower left corner and then a parallelogram and then a speedboat,0
got it,1
I have a bridge a cave a sideways cave and then a apple,1
I have a chipmunk an animal without a head a fox looking like hes facing down laying down bunny rabbit,0
got it,1
got it,1
I have a house with the chimney triangle square a sailboat and a rocket ship,0
I have a laying down bunny standing bunny a sea monster and then aslan the lion,0
can you repeat that please,0
I have a sea monster a big ole flying bird a crab and then a seal,0
got it,1
I have a big flying bird a bird with big triangle wings an ostrich like a peacock or something like that with the weird neck and then a crab,0
um okay I what can you repeat that,0
uh ok we could try it,0
well thank god ok so I have fish going down a thing going to the right maybe another fish and then I have a fox going up and then I have another animal go running to the left but Ive no idea what it is,0
got it,1
I have a server someone like on on their knees praying but shes upside down a big triangle person who looks like hes sprinting but its kind of weird and fuzzy and then upside down triangle person,0
got it,1
ok I have a pipe sideways cave the eraser people are calling it with the missing apart and then half a christmas tree,0
got it,1
I have a crab a flying bird big triangle wings a fat crow and then a flamingo,0
I have a dragon a flamingo a seal and the rooster,1
I have a sea monster going to the right a sea monster going down a tornado or a the whale and then a kangaroo,0
got it,1
I have a terrier Aslan the lion a whale and then the weird nature thing,0
got it,1
I had the weird thing with the weird neck a duck a dragon and a flamingo,0
got it,1
I have Abe Lincoln house with a windmill broken boat and then a houseboat,0
i hit done ill wait for it to  unclick and then ill click it again,0
got it,1
I have a flying duck going to the right a crow a flying bird going down and then a big flying bird,0
