UTTERANCE,LABEL
got it,0
speedboat b steamboat uh sideways cave,1
got it,1
seal hummingbird crab abstract bird,0
the one with the wing straight up,1
got it speak buttons stuck hold on,0
all right sailboat iron flat boat cake,1
got it ,1
alright picture frame top hat on a stick stair step arrow,0
got it,0
woman in a dress walking down guy kicking a football penguin guy whos upside down and then little kid running up,1
got it,1
got it,1
forty seven knots fifty percent alright I got crab pyramid bird turkey dinosaur or road runner,0
got it,0
cave speed boat horizontal speedboat um half christmas tree a vertical speedboat,0
got it,1
uh I dont know if your buttons stuck but I pushed done,0
got it ,0
got it,0
seal upside down swan abstract bird roadrunner,1
got it ,1
road runner turkey upside down duck flamingo,1
got it,0
sailboat crab missing rectangle a steamboat,0
got it,1
got it ,1
bravo um pokemon sitting cat dog other thing I call it the cartoon character,0
neither its the first ones the pokemon the second one is the cat sitting down the third ones the dog and the fourth ones the cartoon character,0
yeah the pokemon which has the uh the rhombus or yeah the like parallelograms on its back and then the cat sitting down and its like turned sideways then the dog and then the cartoon character,0
one second,0
bridge parallelogram speedboat apple,0
got it ,0
got it,1
all right my first one is the triangle with two pieces missing and then the apple and then the steamboat and then the spider looking thing,0
got it,1
got it,1
got it,1
got it,1
yeah got,0
got it,1
seventy percent,0
got it,1
alright my first one looks like a dog kind of like rearing down with its head in the air then the bunny laying down and then the uh house in between two triangles and then the weird other shape kind of looks like an animal,0
uh what was your second one,0
alright now I got,1
got it ,1
got it,1
got it,1
got it,0
got it,0
I got the iron then the shark then the sailboat and then the Eiffel Tower,1
got it,0
I got the house then the sailboat then the nine the shark,1
got it,0
all right i got the rewind button then the arrow double sided then the number nine then the windmill,0
got it,0
got the arrow pointing left then the diamond then the upside down palm tree and then the steamboat,0
does the first dog you have have like a flat front foot,0
yeah I think I got it,1
alright I got the  whale then the dog with two front legs than me rocket ship and then the weird shape,0
I got the sideways house then the right ways up  house then the nine then the deer track,0
got it,0
I got the house of the tree than the bowl than the wind mill then the sailboat,0
got it,0
I got the kid then the upside down guy with his legs spread the narrow than the upside down guy kneeling,0
I got the eiffel tower a sailboat nine windmill,0
got it,1
bowl weird bird sailboat picture frame,1
got it,0
i have the iron thumb tack house sailboat,0
got it,1
my first is the dog then the x then the loch ness monster then the cartoon character,1
got it,1
I got an upside down guy with triangle I got fuzzy guy with something then guy falling one guy and then little kid,1
Im sorry could you repeat that,0
all right i got it,1
I got the houseboat then the avalanche then the sailboat then the house,0
got it,1
I got a long sleeve guy then split sky then rectangle body and then giant guy,0
got it,0
I got a sailboat then avalanche then rewind then house,1
got it,0
I have the x then the dog with two legs then the cat then the llama,0
got it,1
got it,1
first one is the strength burn then the weird loch ness monster then the bird with its wings spread and then the seal,0
got it,0
I got the I guess shark or whatever people are calling it with the square on the top then I got the sailboat then the bird and then the house,1
got it,0
alright I got the um weird dog thing with light two front legs and then I have the like dog or horse looking thing then the llama and then the loch ness monster looking thing,0
got it,1
I got the key then the pyramid with two doors then the speed boat and then the sail boat kinda looking thing,1
repeat your second and third,0
got it,1
I dont know if your button got stuck but I pushed on,0
yeah I got it,0
all right i got the tail of triangles then the upside down mountain than the top hat on a stick and then the shark,0
got it,0
I got the flamingo the weird loch ness monster the duck with two feet and the crow,1
got it,0
I got the guy upside down reading a kneeling then knee some of the deformed body then the penguin guy falling and then the person running,1
got it,1
got it,0
all right i got the upside down sailboat then the rectangle with a slice cut off then the triangle and then the cave,0
got it,0
I got the dog with two front legs the weird loch ness monster the bird and then the bunny,0
got it,1
got it,1
I got the letter c the vase the christmas tree thing then the two triangles with the arrow,0
got it fifteen minutes,0
I got the sealed the axe the turkey with it said on the upper right and then the turkey with the sand in the upper left,0
can you say that one more time,0
got it,1
all right i got the giant block then the turtle then the stingray and then the dog,0
got it,1
I got the giant road runner the bird with its wings spread arm that just looks more blocky than the other one third ones like the hummingbird with all the triangles and then the upside down vulture,1
the third one has the like triangle thats like going straight up like the the the base of the triangle is vertical of of its wing,1
and so is its tail,0
third,0
got it,0
I got the squirrel then the fireworks then the cartoon character and then the bear,0
got it,1
right I got the pyramid bird and then the turkey then the loch ness monster then the vulture,0
got it,1
I got the dog sitting with a square head then the rocket or whatever going up then the whale and then the cartoon character,1
got it,0
um can you repeat those actually sorry,1
do you mean the rooster for your second one,0
got it,0
I got the weird loch ness monster then the pyramid bird than the seal then the flamingo,1
got it,1
uh I got the weird triangle body looking guy then the rectangle guy holding a triangle and then the triangle body guy running upwards and then the person running downwards,1
got it,1
I got the cat then the squirrel then the camel and then the dog on its two hind legs,1
got it,1
all right i got the rocket ship then the bunny then the dog and then the weird shape,0
got it,1
um I got the the barn then the pipe and then the boat then the apple,1
got it,1
I got the kid then the upside down guy holding a triangle then the person writing downwards and then that guy on a bike,0
got it,1
i got woman in the dress then the factory thing and then the guy upside down kneeling and then the guy running,0
got it,1
I got the person kneeling then the guy on one leg holding a triangle then the square body guy and then the arrow,0
got it,1
I got the speed boat then the upside down sailboat then the apple and then the cave,0
got it,1
I got the dog sitting down the giant block the bird and then the bear,1
um what was your second and third again,0
all right got it,1
I got the guy with the triangle body running down then the guy falling down with his arm out then the lady holding a triangle and then the weird blob thing,1
got it,0
uh one second,1
I got the swan with no legs then the duck with two legs then the duck with no legs and then the crane,1
got it,1
I got the dog with three legs then the rat then the x and then the stingray,0
got it,1
I got the spike then the sailboat then the apple and then the upside down palm tree,1
I think I got it,1
all right i got the x then the weird loch ness monster then the four legged dog and then the dog sitting down,1
got it,1
got it,1
can you repeat the last two please,0
all right i got it,1
all right i got the seal then the road runner then the crane and then the turkey,1
got it,0
all right i got the sideways stingray then the right side up stingray then the rabbit and then the dog,0
got it,1
i got the weird horse dog than the loch ness monster than the rocket going up and then the bunny,0
got it,0
got it,0
got it,1
all right i got the dog with three legs than the dog with four legs then the manta ray or the stingray and then the x,0
got it,1
think its stuck,0
got it,1
I got the double sided arrow than the eiffel tower then the avalanche and then the arrow,1
got it,0
I got the flamingo the turkey the seal then the x,0
got it,1
got the loch ness monster than the axe then the upside down loch ness monster than the roadrunner,0
stuck again,0
got it,0
got the bird with its wings spread then the x then the duck then the weird loch ness monster,1
got it,0
all right i got the pyramid bird then the swan than the road runner than the rooster,0
got it,1
I got the weird dog horse thing then the weird loch ness monster then the kind of sort of cat with a triangle in the bottom left and a row a parallelogram in the top right then the x,0
got it,1
okay I got the spike then the c then the speed boat then the ramp,0
got it,0
I got the house between two triangles and then the rocket ship then the ram and then the cat,0
got it,0
I got the cave then the crabs then the spike then the vase,0
got it,0
I got the abstract bird then the duck then the flamingo and then the swan,0
got it,0
uh I have no idea which one is which now,1
okay Im think i got it,0
nope okay I have the upside down swan then the seal then the turkey and then the x,1
got it,1
got it,1
got it,1
I have the kangaroo the rocket the x thing and then the cat,0
got it,1
I have the llama then the mouse then the cat and then the weird loch ness monster,0
yeah I got the I got the uh llama then the mouse then the cat then the weird loch ness monster,0
sure I think the volume on my mic is low but I will talk louder,0
got it,0
alright I got the guy with his head on top and hes in the fetal position then the upside down guy in the fetal position then the guy with his arms sticking out and then the woman in a dress holding a triangle,1
then you just tell me your fourth,0
ok I seriously think theres a problem with this mic but the just tell me the fourth one,1
yeah I got it,1
I dont know if he heard but yeah I got it,1
all right i have the palm tree then the upside down apple then the trapezoid then the pipe,1
I cant hear anything because raptor twenty five location is point delta okay it finally stopped I think I got it,1
oh god,0
okay I have the bird then the picture frame and then the thing with the square on top some people call it a shark and then the top hat on a stick,1
all right i got it,1
all right i got the uh dog then the fox laying down then the rocket going to the right and then the house in between two triangles,1
got it,1
I got the bear then the stingray then the rabbit and then the mountain goat,0
got it,1
okay I got the duck with two feet upside down then the x then the giant turkey and then the smaller turkey,0
all right got it,1
I got it,1
alright I have the bottle and then the pipe and then the vase and then the upside down apple,0
got it,0
I have the cat head then the bottle and then the rectangle with two triangles cut off and then the arrow,1
oh sorry well I got the guy with his arm held out then the guy running upwards the giant guy and then the guy doing the splits and then the woman dancing,1
got it,1
got it,1
I got the upside down hummingbird then the upside down duck then the sideways duck and then the sideways swan,1
all right i got the sailboat then the spike then the tree then the b,0
all right i got the sailboat then the spike and then the tree then the b,0
got it,1
thirty four alright I got the x with the almost arrow looking thing in the bottom left and then I have the almost arrow looking thing in the top left so the two shapes are the same then I have the upside down loch ness monster and then the duck,0
got it,1
I got the hammer then the house with the chimney then the house with the tree then the weird duck or bird,0
got it,0
I got the kangaroo then the mouse then the alpaca then the turtle,0
got it,0
got it,0
got it,0
I have the duck with no legs then the vulture then the pure red bird than the duck,0
sorry one of the head is on the right sorry I didnt even specify the first one has its head on the left and then the last one has its head on the right,0
yeah no problem except I just got a query one second,0
um the first one is the duck with no legs and its head is on the left then the vulture then the giant pyramid bird and then the duck with no legs and its head is on the right,0
got it,0
yep its stuck,0
got it,1
got the flamingo then the loch ness monster than the weird shaped loch ness monster than the upside down turkey,0
got it,1
got it,1
got it,1
I got the loch ness monster than the x then the block and then the fox,0
got it,1
got the crane then the loch ness monster then the swan and turkey,0
got it,0
I got the seal then the arrow then the Eiffel Tower than the shark,0
got it,0
got it,1
got it,1
got it,1
got it,1
I got the weird like dog horse looking thing then the stingray then the dog with a two front legs and one back leg and then the llama or alpaca,0
got it,1
I got a slip and slide guy than a guy falling with his arm held out then the super long sleeve guy and then the guy holding a triangle,0
got it,1
can you repeat that one more time sorry,0
alright got it ,1
I got the vase then the Eiffel Tower and then the shoe and then the sailboat,0
yep got it,0
alright can you hear me,1
ok my first one is the square body guy walking down my second one is the shark boy my third one is the weird shape and my fourth one is a drag racer,0
got it,1
alright my first one is the trapezoid or the weird quandralateral with the piece sliced uh then the person with the square on the left side and the weird shape on the right side then the upside down palm tree and then the giant tree looking thing,0
so does it kind of look like a seal,0
yeah so the the top of the top ones head is in the bottom left and then the second one heads in the top right,1
got it,1
alright my first one is the steamboat my second one is the letter c my third one is the yacht and my fourth one is the apple logo,0
got it,1
all right my first one is the weird sailboat looking thing then my second one is the with the square on the top with the triangles coming off of it then my third one is the avalanche and my fourth one is the sideways windmill,0
yep got it,0
all right my first one is the bird flying up my second one is the sailboat my third one is the top hat on a stick and my fourth one is the other shape,0
got it,0
all right my first one is the kangaroo then my second one is the fish my third one looks like a dog kind of lean back with its head pointing up and then my fourth one is the bunny,1
got it,0
alright my first one is the thumbtack my second is the arrow my third is the vase and my fourth is the square with the triangles coming off of it,0
yep got it,1
alright my first one is the arrow my second one is the dude on a bike my a third one is the triangle body running up and then my fourth one is the child running up,0
got it sorry my speak button is stuck give it a second,0
all right so my first one is the kangaroo and then the weird dog looking thing and then the correct dog looking thing and then the camel,0
got it,0
all right my first one is oh sorry my first one is the turkey and then the upside down turkey and then the seal and then the crane,0
yep got it,0
all right my first one is the slope with the cut off of it and then the pair of scissors and then the key and then the apple,0
oh sorry i wont repeat that youre doing a query first one is the slope first one is the slope with the cut off of like a piece cut off then the scissors then the key and then the apple,1
yeah i got it,0
all right my first one is the upside down duck with two feet and then the axe and then my third one has the tail up and my fourth one has like a triangle body,0
got it,0
right my first one is the square body walking down and then the dude on a bike and then the upside down fetal position guy and then the dude holding a triangle,1
alright got it,1
my first one is the normal looking dog then the dog with its legs in the air its front legs in the air uh my third one is the x and then my fourth one is the like paraplegic dog,0
yep got it,1
all right i have the number nine then the upside down windmill then the iron then the upside down mountain,0
yeah got it,1
got it,0
alright I have the squirrel then the fish then the house between two triangles and then the dog looking thing,1
whoops,1
okay I have the upside down duck with no feet then the turkey then the bird with its wings spread and then the upside down swan,0
got it,1
got it,0
all right i have the landslide then the square and triangle then the bird then the sailboat,0
got it,1
alright I have the house the square with the triangles then the triangle with the two triangles cut out and then the arrow,1
uh you had a query ill just say it again the house with the tree then the square with the triangles then the pyramid with the m cut out and then the arrow,0
all right got it,1
all right i have the apple logo then the parallelogram then the steamboat and then the triangle with the cutouts,0
got it,1
alright I have the dog then the-- oh god ok I have the dog with his head down then the weird dog then the dog with his head in uh left and then the rocket ship,1
got it,1
I have the four legged dog then the cat then the llama then the fox laying down,1
I have the guy holding a triangle square body then kicking guy and then arrow,1
got it,1
all right i have the sailboat then the stair step then the i dont know trapezoid with the rhombus on top and then the house with no windows,1
Im sorry could you repeat that,1
okay got it,1
ok so I have a guy kneeling then a guy holding a triangle then the woman dancing and then triangle body running up,0
got it thirty oh speak buttons stuck,0
okay uh I have that weird shape with the flat top then the vulture then the crow and then the sideways swan so the third one is fatter than the second one,1
got it,0
ok so I have the giant block then the bird then the fish then the fox,1
oh whoops well ill just go um I have the vase then the square with the triangles then the sideways vase and then the house with no windows,1
