UTTERANCE,LABEL
I got it,0
okay I have a guy like holding a pizza to the left a guy with his legs spread apart the model walking down ward and then  the fetal position,1
handkerchief lady the pizza guy the lady walking down and then  the butler,0
got it,0
got a sideways sailboat I got a footprint I got upside down sailboat and I got a house,0
got it,1
I have a dog with his ears and up in the air hes looking down um I have another dog kind of looks like a fox with a pointy head he looks like hes like half in the air half down and his tails super long his nose his face in the top left I have a square with like four things coming out of the corners of it and then I have another square with four things coming out of the edges but theyre not technically on the corners,1
is the first one sideways,0
yes his tail is facing upward and his face is facing down,0
ok I dont think I got this but its the best I could do,1
Im surprised I got toot boat I got an upside down sailboat it has two triangles on it I got the propeller and then I got the feather,1
is the feather the triangles,0
yeah,0
got it,0
I have a tea kettle a windmill an iron and an upside down mountain,1
okay got it ,1
Ive got a animal with a kinky tail looks like its going downward I got the fox I got a sea serpent and then I have a big headed creature with its tail sticking straight up,0
got it,0
I have a flamingo I have a chicken I have a duck and then I have that square with four things coming out of the corners,0
got it,1
I have a duck a hummingbird or dragon a crab and then the flamingo,1
hold on,0
dont know if I got that right nope ok I have um it kind of looks like a donkey maybe with a hat on um it has two triangles facing down its kind of slanted in the air a little bit then I have a fish and then I have an upside down guy with a hat on triangle hat on and then I have a weird um dog looking back maybe,1
ok got that,0
got a swan I got a dragon I got a duck and then I got a flying bird,0
as youre flying bird is the dragon the bigger like flying bird,0
yeah hes got the wider wings like more separated from his body,0
got it ,1
I have a dog running down and a bunny I have some weird shape thing and then I have an upside down whale,0
got it ,1
okay I got an arrow got a sailboat the sideways sailboat with tiny sales I got the cake and then I got a huge sailboat,0
got it,0
I have an upside down mountain triangle square a triangle with parts cut out of it and then a cactus plant looking thing,1
to clarify you have rocket ship big sailboat weird shapes and then triangle square,0
correct,1
okay,0
I have palm tree triangle speed boat and then sail boat,0
ok got it,1
got it,0
I have an upside down chicken I have an upside down duck with two feet I have a sideways bird flying and then I have a rooster,0
got it,1
lets see that crab the dragon and then this ones the big flying bird,0
got it,1
I have a guy that looks like hes upside down he looks like a waitor he has a triangle in his hand then I have this blob with a diamond and triangle with a diamond to the left then I have the skydiving guy and then I have that blob thing again with two shapes in the um diamond square looking thing is at the top I dont know,1
on my bottom one sideways my second one looks straight up and down,1
okay Ill change mine,0
okay I was just wondering if I had the right order I knew which ones you were talking about I just didnt know which way they were facing ok then,1
okay I got apple I got a teepee got a boat and then I have the parallelogram,0
boat and then triangle,0
triangle and then the boat and then the eraser looking thing,0
ok got it,1
I have a cat I have a bunny I have a turtle and then I have a weird shape looking thing,0
okay I got that,1
okay well lets see how the sideways dog I have a fish swimming up I have a dog with its mouth open looks like and then the straight up and down dog hes just normal looking,1
um whats your third one,0
hes got the longest tail and it almost looks like his mouths hanging open,0
okay got it,1
I have a baseball home plate I have a slope I have a shape that kind of looks like a bee and then I have a boat,0
got it,1
I get a llama laying down fox standing fox and then the dog,1
got it,0
I have a half cut christmas tree I have a parallelogram facing up I have a boat and then i have a pot,0
got it,1
see I got the arrow head I got the square body I got the person holding the triangle and then I got the guy kicking up,0
was your hold on ,1
I got the first guy hes got a arrow for head this had been guys going to square by no arms the third guy looks like hes looking down holding a triangle and then the last guy is kicking up towards the sky,0
got it,1
I have a weird big looks like a massive bird um then I have a crow and then I have an upside down duck and then I have an upside down sea monster,0
got it ,1
um I got tetris I got uh half a stop sign in the parallelogram and then I have a three sailed boat and then I have a stingray or something,1
um you kinda lost me through all that,1
the tetris looks like a staircase of the second one is a sideways one sailed boat the third one has three sails on it and the last one is the square looking eel looking thing,0
okay I see what youre saying now got it,0
I have a looks like a huge chicken a sideways huge chicken I mean and then I have an upside down flamingo and then an upside down blob with half of the square facing the left and then I have a big flying bird,1
ok got it,1
I got a lady I got a person with a big mouth that looks like a guy a person holding a triangle and I got a person running up,1
I have an upside down or would you call it a hammerhead shark or something I dont know a sideways sailboat an upside down boat and then a sideways sailboat again with three sails,0
got it,1
okay see hitler i have the person running like tina upside down legs spread apart and somersault,1
I have a square body standing fella I have a big old dashing fellow I have lady on her back and I have a person running down,1
I think I got that,1
okay I have the dog the turtle the giraffe and the hand puppet,0
cool,1
I have a pooping lion I have the Loch Ness monster a whale and Picassos dog,0
got it,1
k I have the bong that you smoke things with I have the microscope I have the boat with like the arrow thing in it and then I have the other boat,0
cool,0
I have the seal I have the crow the rub rubber duck and the the turkey,1
heraverhur i got it,1
I have the like right side up seal then I have the uh sideways seal upside down swan and upside down rooster,1
I have the rubber duck the flamingo the flying bird and the seal,1
got it,0
upside down swan sideways saw swan uh the dragon and then the long tailed bird,1
got it,0
hundred block I have jumping JT Hitler I have a guy reading a triangle I have a dog man and then I have a guy breakdancing,1
seventy percent okay I got it,1
okay I got the fish with its mouth open I have the sitting fox I have the fish thats like an arrow pointing down and then Ive like this sideways rocket or I guess someone said its fish,0
got it,0
I have a swan a duck a flamingo a flying bird,0
got it,1
see okay a triangle chest bending backwards upside down Hayley or pregnant lady as Ben says with a weird arm a falling woman and then the weird praying person,1
is the is Hailey the one who looks like an upright person holding a box of stuff,1
no um the second one is an upside down person with like a weird arm and then the fourth one is like a person kneeling like I dont know holding something weird,1
I think I got you,0
I think the other Hayley who works in the afternoon is pregnant so I think i think it still stands that its Hayley any whozel I have crab I have a turtle I have dog with three legs I have dog with two legs,1
okay,0
swan Loch Ness monster dragon long tail,0
got it,1
I have a bending over triangle lover I have a dead body I have guy doing push ups I have a stop sign man,1
got it,0
sailboat arrow house a Russian Dude,0
got it,1
the bent over triangle lover a female triangle lover fetal man upside down man,0
got it,1
okay weve got two of these dragons uh the top ones flying to the left and the second ones flying straight up then I have flamingo and crow,0
got it,1
lets see crab rabbit whale fish,1
what was after crab sorry,0
it was crab rabbit whale fish slash rocket,0
got it,1
pipe bridge sailboat and then other boat,0
cool,1
lets see two nacho bowl three nacho bowl Russian Lincoln,1
got it ,0
turtle a cat a fish and then like a squirrel on two legs,0
got it,1
the arrow house avalanche cake a regular house,0
got it,1
Loch Ness monster duck with two little feet flying bird and then this a weird triangle foot thing,1
a Native American tomahawk three nacho bowl house,0
got it,0
sailboat a bigger slope then the smaller slope where its like a its going I dont know and then the house boat,1
got it like the smaller slope is like a is like a cliff and the other ones like like a hill,0
yeah I  gotcha,1
upside down oh wait theres two upside down flamingos oh crap how do you tell these apart um I dont know upside down flamingo uh where its not a full triangle as the foot then the second one is the other upside down flamingo with the full triangles the foot then a swan then a lobster,0
got it,1
we have the sombrero nachos we have the Native American we have the desk and a boat,1
got it,1
arrowhead a woman holding a triangle triangle chest guy and walking lady,0
got it,0
jumping J T Hitler guy running up the guy running upside down crap,1
got it,0
tornado a cat the dog with a human leg and then the other animal,1
got it,0
camel llama dog fish,0
got it,1
flamingo duck with two feet flying bird Loch Ness monster,0
got it,1
candle hammer Lincoln Lincolns cabin that he built with a hammer and a candle,0
hey alright,1
okay Loch Ness monster pooping lion ram tornado,0
got it,1
a sailboat house avalanche tetris piece,0
got it,1
a person reading a triangle arrow head um bending backwards on one foot with the weird arm and then kneeling person,0
got it,1
a Christmas tree pot upside down sombrero or boat looking thing and then a weird thing,1
my speak wont go away,0
got it,1
I got seals I got candlesticks I got boat and then I got a house,0
I think I got it,0
what do you mean you think youve got it,1
I had a query sorry,0
okay then Ill redo it I got a seal I got a candlestick I got a house or boat and then a house,0
yeah I still think I have it I press done already,1
oh my god  all right laying down bunnie fox giraffe crab,1
I think I got that,1
Im so mad,0
it like I did it a skinny crow flamingo seal and then a sideways seal going downward,0
got it,1
a handkerchief lady very enlarged picture she was standing up handkerchief lady guy tipping his hat,0
ok got it,0
get a crow a flamingo a duck and a sideways flamingo looking behind its back,1
sure I got it,0
I got Russian dude seal houseboat hammer,0
got it,1
giraffes tornado turtle monster,0
is the giraffe tornado turtle monster,1
I got flying turkey I got  hummingbird I have upside down raptor I have flamingo,1
I had to repeat that,0
turkey flying down hummingbird upside down raptor flamingo,0
okay got it,0
no I dont got it I dont know which one is a turkey,0
the bird flying downward the flying bird,0
okay then the hummingbird then the raptor then the flamingo,0
yeah,1
at least I asked I got fish a dog a rocket ship going sideways and then a ram,0
I got it,1
the two sails first,0
two sail second the larger sail is first,1
the sea serpent the flamingo and then the flamingo looking behind it and then the seal,0
got it,1
I have a triangle large triangle body dude guy upside down out holding the stop sign and triangle guy kneeling holding a triangle and then smaller triangle body did walk up the wall,1
got it,0
got a nacho dance upside down ship a hot soup sideways and the right side up soup,1
nice got it,0
I have a candle without flame I have hammer I have abraham I have a footprint or a ladybug,1
got it,0
got a camel a bunny a fish and a monster,1
I do have that,1
I have one point bravo point bro I have a flamingo  flying bird in the upper left rooster monster,1
that duck a raptor a flamingo and a crab,0
got it,1
guy kicking a football expanding square right guy kicking a football guy upside down running to the left with his arms straight out a lady in a dress and a guy doing a front flip or curled up in a ball,0
got it,1
got a dog a decapitated dog cat and then animal on two legs,0
I think it looks like a chipmunk but yeah I got it,1
i have flying bird going up i have vertical rubber ducky upside down rubber duckie flying little flying bird going to the left,0
got it,1
gets a got a big raptor a bird flying up a dragon and upside down raptor,0
got it,1
I have crow camel turkey looking thing thats squatting a crab and then a dragon,1
got it,0
got  a cat a triangle a speedboat and palm tree,1
got it,0
I have a guy with arrows in the head I have handkerchief lady Ill repeat that arrow is first era guy and his back lady in a handkerchief guy doing a front flip guy running to the right,0
I got it,1
I got sit down flamingo a hummingbird a sea serpent an upside down flying bird,0
got it,1
guy on bike triangle body dude weird shape people call it the batman mask I dont see it and then a square body dude,1
got it,0
I got a crow a flamingo a crab and a seal,0
crow is first,0
yeah,0
got it,1
upside down arrow head dude large triangle body dude guy falling down standing on one leg and looks hes on a dress and a guy running to the right,0
got it,1
got a camel I got a dog with square snout I got a dog with was tail straight up open mouth and then a fish swimming down,0
got it,1
I have a chipmunk I have a bunny I have a camel I have a bear,0
got it ,1
got a speed boat a bridge houseboat and  a palm tree,0
got it,0
upside down dude holding a triangle guy falling with his arms straight out with the dress but in a front flip guy kneeling holding a triangle or a plate,1
Ill repeat myself guy upside down holding a triangle guy falling with a dress with his arm straight out guy doing a  front flip guy kneeling holding a ball or,1
I get it,1
arrows got an avalanche I got caught in a bowl of soup arrows avalanche pot and then soup,0
got it thank you,0
apple nacho dance home plate palm tree,1
l got it,1
got fish a ram a camel and a cat,0
got it,0
alright I got a crab monster llama headless dog,0
got it,1
apple house boat type pipe and then another bridge,0
got it,1
alright I have nacho dance house boasts cake,0
got it,0
I got a rooster a dragon a swan or a duck,0
got it,1
flying bird going down rubber ducky hummingbird monster,0
got it,1
bunny  chipmunk on camel and a cat,0
got it,1
baseball field monster dog fish,0
got it,1
got a dog a camel a shark and then it looks like a electric dog,0
so I got a dog facing down and then the camel and then the shark and then I forget what those dogs are called like that like furby dogs,0
does one of which dog has the triangles the front foot is the first one or the last one,1
the last one does has one triangle for a front foot,0
I already got it then,0
okay I got a squirrel I got a bunny I got a the a ram I think its been called and then I have what Matt calls a decapitated dog at the bottom its like the big thing with the two big feet,0
I got it,1
sorry it wouldnt let my thing click ok I have a triangle and a square an iron a christmas tree and a Native American guy,0
very pc of you I got it,1
its fifty fifty percent okay I got the dragon I have the sideways crow the upside down crow and then the flying bird,1
I got it,0
I have a house with like a little barn house triangle square um three shapes with space in between them and then a rocket ship,1
got it,0
ok laying down bunny sitting up bunny loch ness monster some weird creature on one leg,1
I got it,1
I have a boat with two sails I have a pipe I have a c and I have a triangle,1
got it,0
I have the big flying bird I have loch ness monster I have a seal and I have a,0
got it,1
I have a crab a unicorn ram I a bunny and then a squirrel on its hind legs,0
what were the first two I was doing a query,1
a crab and the rams slash unicorn,0
got it,0
I have the crab I have the hummingbird I have the big flying bird and then I have like the bird with a giant triangle hump,1
got it,1
I have the stingray thing the fish swimming down the ram and then okay hold on the ram the third one is the ram with the top of its head thing and it has the bigger butt and then the last one has the smaller tail,1
Im a little confused ok I have a traditional ram then the other one almost looks like a squirrel to me I dont know,0
I didnt see a squirrel but I appreciate your thoughts on how about the one my third one his nose is facing the left and my last one his nose is facing the right,1
that explanation will do,1
or not sorry I have a fox going upward I have a rocket I think with the point downward then I have the sideways rocket and then I have this weird creature at the bottom,0
I got it,0
I have a boat with a little triangle coming out I have a triangle guy I have a triangle facing the left and then I have a speedboat,1
got it,1
okay Ive upside down legs spread apart guy I have upside down with the weird arm guy I have a waiter guy holding a triangle and then I have giant triangle chest man,1
got it,1
I have a boat with a house on it I have half a christmas tree a speedboat and a palm tree and its not letting me click off,1
got it,0
okay I got a pipe half of a christmas tree I got a microscope which is also like a sideways mountain thing and then I have the slope thats pointed up,1
got it,0
I have a stingray a ram a fish and a loch ness monster,0
boom,1
Ive got a hummingbird crow flamingo crab,1
got it,0
I have a guy with big step piece huge shes about to make the biggest step of his life and then a girl with a handkerchief arrowhead guy and server guy,1
got it,0
hummingbird seal flamingo rooster,1
got  it,0
I have a submarine thats regular I have a sideways submarine thats facing downward I have a stingray and I have a kangaroo,1
got it,0
I have an arrow pointing to the right chevron I have a seal then three sail sail boat and then the the avalanche whatever that is,1
got it,1
I have loch ness monster upsidedown flamingo hummingbird swan,0
you go girl,0
I have a hand puppet thats what I was told it looks like then I have a dog with a square snout going downward then I have a dog going to the right and then I have an animal standing on one leg,1
okay got it,0
submarine stingray bunny um triangle hot guy,1
got it,1
flamingo dragon rubber ducky triangle hump animal,0
got it,1
diamond lookin thing thats not actually a diamond a sailboat and then houseboat and then parallelogram,0
got it,1
sailboat indian a houseboat and then Abraham Lincoln,0
got it,1
slope pot microscope triangle facing the left,0
got it,0
big flying bird the crow the the flying bird going straight down and then the flying bird going to the upper right corner,1
got it got it,1
tetris christmas tree arrow candle,0
Im sorry what was after tetris,0
tetris christmas tree arrows and a candle,0
thank you,1
I clicked done I dont know its happening,1
ok I have a the laying down on the stomach person I have the upside down legs spread apart person triangle chest person and weird armed person,1
got it,0
house boat desk candle,0
beautiful,1
I have a llama I have a stingray I have a submarine and I have what is this thing a whale or something but it has like a weird triangle in the bottom right corner,1
a whale is perfect good job,0
I have a house a boat I have a sideways house and then a pot,1
I didnt have to move anything thats great,1
okay I have a dog going downward I have like a dog with a square snout moving to the right I have a what do we say this was like a squirrel on two legs and then I have this other weird creature with like a tail on the right side,1
got it,1
swan hummingbird crab big flying bird to the bottom right corner,1
done,0
ok I have a dog going to the left I have the same dog I well kind of going downward then I have the cat or the fox lying down with the white dots in it and then I have this other weird creature at the bottom,0
can you repeat that,1
yes I can I have a dog with a square snout going to the left than I ever looking dog going downward then I have the cat or fox lying down with the white dots in it and then I have this weird other creature at the bottom I dont know what it is has like a triangle foot in the front,0
all right i got it,0
got it,1
all right your your first upside down guy he had uh he was doing the splits right,0
yeah maine,0
and then your last upside down guy hes got the arrow hes pointing over to the to the left,1
yeah,1
got it,1
yo I got that giraffe that turtle that running dog and then some big stupid thing,0
well I dont see your picture on here but I think I think I know what youre talking,0
dude,1
got it,1
theyre bangs wait bungs bungs thats the one,0
thats right I love bungs thats what it was,1
alright and then I have the rubber ducky and then the squatting camel then kiss from a rose and then the crow,1
got it,0
I got upside down rooster I have a kiss from a rose looking up I have an upside down swan and then I have a regular kiss from a rose,1
alright I got it,0
alright I have the rubber duck kiss from a rose flying upside down chicken and then the upside down flamingo,1
yo I got a dragon I got upside down swan I have uh sideways swan and then whatever that last thing is maybe a peacock,1
its definitely not an ostrich uh they have longer legs than that i think its a peacock that got hit by a car but survived,1
oh,0
um yeah i got it,1
yeah I have those,0
alright i got the shark the fox the fish and then the rocket ship,1
cool,1
I got all of them in the corresponding position,1
all right i got the lady in dress the triangle body guy the mermaid thats upside down and then the last one,1
its eerily similar,0
cool I got it,1
sorry about that I had one of those queries i got a crab i got a turtle ok now i have two stupid looking dogs uh one the third one has three legs and the fourth one has two legs,1
I dont know if thats a third leg or not but yeah I got it,1
i almost said that but then i was like nah im going to be im above that im going to be classy,1
cool,1
ok I think I got it,0
do you think or do you know,0
mm mmm,1
cool click done,0
okay I have the house the rhombus and trapezoid the arrow and then the rusky,1
got it i think its pronounced rusky,1
all right i got one right and yes i have all those,1
we aint lagging on dragons in here,0
got it,1
i got the pipe i got a sailboat i got the another boat perhaps a yacht and then a bridge,1
okay,0
all right i got the upside down sailboat the three sailed sailboat the abraham lincoln and then the non racial termed russian man,1
perfect,0
I have a turtle I have a fox I have a squirrel and a fish,1
girl I got yo squirrel and fish,1
alright um I got the birthday cake the house with no features the house with an arrow tree and then the triangle with a bunch of shapes,1
mhm,1
got it,1
I have the sailor hat the triangle body the triangle and this speedboat,0
got it,0
waiter the praying person like spread person the huge triangle blue person,0
got it,1
I have a houseboat half a christmas trees speedboat palm tree,0
could you repeat those please,0
yeah i have a houseboat a christmas tree a  speed boat and a palm tree,1
I have a pipe a christmas tree half a yacht and a weird shape,0
got it,1
I have a whale a ram a fish and a lochness monster,0
got it,1
a hummingbird a crow a flamingo a crab,1
I have a person running up a lady with a handkerchief the arrowhead and then the butler on one leg,0
could you repeat those please Im sorry,1
no youre fine I have the big guy running upward the lady with the handkerchief the arrowhead guy and then the butler on one foot,0
the dragon seal  flamingo rooster,1
got it,0
I have the loch ness monster like going straight like right side and then downward and then the tornado and the kangaroo,1
got it,1
chevron seal sailboat Abraham Lincoln,0
got it,1
uh loch ness monster flamingo dragon  swan,0
got it,0
a hand puppet pluto mastiff maybe a terrier dog and then the squirrel was a Mario hat on,1
got it,0
lochness monster tornado bunny arrow,1
got it,0
the peacock dragon duck um flamingo,1
got it,0
a hexagon sailboat  houseboat half a parallelogram,1
got it,0
sailboat windmill tugboat plant,0
got it,1
a slope vase  cave slash yacht home plate the slope vase cave home plate,0
got it,1
flying big flying bird crow upside down flying bird flying to the right flying bird down,0
got it,1
I have tetris a christmas tree double arrow  candle no flame,0
got it,1
as the pizza man lady walking down legs spread dude and someone looks like theyre doing the electric slide,0
got it,1
I have a house a sailboat on vast a candle,0
got it,0
a pinata a tornado the loch ness and the whale,1
Im sorry can you say that again,0
yet the pinata or looks like an alpaca a tornado loch ness whale,1
I got it,0
okay I have this weird house shape the one thats right set up the sailboat the one thats like sideways and then I have a bowl,1
I have a chipmunk the terrier the dog going down and then I dont know where it is no animal with a triangle on his chest,0
I got it,1
I have a swan dragon crab flying bird,1
got it,0
the square a square nose dog robot dog speckled fox and pluto,1
okay got it,1
I have a yacht the sailboat the pipe and the bong,0
got it,1
got it,0
okay I have the arrowhead guy the upside down butler the guy kicking a football and then the model walking downward,1
got it,1
the house the tetris the birthday cake shark with a box,0
got it,0
raptor flying bird going to the left upside down flying bird going to the right and then the small flying bird,1
got it,0
pipe apple  speedboat arrow,1
got it,0
um unlit candle bow with a cargo hammer Eiffel Tower,1
got it,0
animal with a weird tale its kind of like the Mario hat squirrel crab asn then a dog facing life,0
got it,1
I have the seal the rooster the loch ness monster and the raptor,1
pluto loch ness dog chipmunk,0
got it,0
the triangle body vase cat head in a parallelogram,1
lochness crow rooster swan,1
got it,0
fish dog loch ness monster ram,1
got it,0
bridge pipe barn chip bowl,1
okay got it,0
I have the square body guy the guy running to the left the model walking to the right and the race car dude going up,1
the hummingbird the crow the sparrow and the flying bird,0
got it,0
crab hummingbird duck with two feet crow,0
got it,1
dog giraffe loch ness fox,0
got it,1
police guy with his hand up lady with anger chief triangle body and then big guy running to the right,0
could you repeat those please,0
yeah police man with his hand out lady with anger chief triangle body and the guy running towards the right,1
got it,0
ramp speed boat house ruby,0
got it,1
fox with a tail bunny loch ness monster ram,0
got it,1
pipe,0
pipe the pole pulling boat tow boat  the chip bowl and capital p,1
got it,0
I have the square bodied guy the model walking down the guy with the triangle body running to the right and then that weird shape,0
got it,1
all right i have the dog with the triangle tail the camel or its not a triangle tail but then a camel than the rabbit and then it looks like a sitting down dog,0
which one looks like a chipmunk,0
the first one,0
okay got it,1
okay I have a plant the unfinished desk a weird sailboat  and a pot,0
got it,1
got an alpaca a fish swimming down a shark swimming up and then a rocket ship going down,0
got it,0
I have a hammer a avalanche of shapes a sailboat and then a little boat thats upside down,1
and got it,0
I have the half christmas tree pipe trapezoid in odd shapes,0
got it,0
I have a whale or a tornado I have all these chain I have like its kind of like a dog or like a squirrel its got a parallelogram and as a tail it going and its going to the left and the parallelogram is like more like smash down and then I have like one thick,1
then I have a dog with like a square going to the left and then I am like I dont know maybe you can describe it better,0
all right so the first one is a tornado and then i have what looks like us now snauser and looks like the front two legs are kind of connected in the third leg in the back and then the next picture looks like a cat like all up on its signs and stuff and then the very last one looks like a dog but only has like two legs,1
okay I think I got it,1
damn i have the apple the boat the smushed eraser  what some people call it and then the square with the trapezoid on it,0
I got it such dissapointment,1
um I have the police man with his hand out the guy in a coffin the race car guy and the guy dancing,1
ok I think I got,0
all right i have the bear the cat batman swimming i dont know if you see that or not and then the like ram,1
hey I like that description I got it,0
I have a flying bird a dragon a raptor and a swan,1
ok is the whats the dragon,0
the dragon is the one with the two big triangle wings,1
okay so hes a flying bird and then the dragon and then the raptor and then the swan,0
okay i got it,1
all right i have the trapezoid the apple the tree and the block,0
got it,1
I have a speedboat going down a bridge a pipe and a swede will go a speedboat going up,0
ok I think I got,1
okay I have the bear the rabbit the thing thats standing on one leg and then the sideways Batman,1
got it,1
all right i got the christmas tree the s block the square with the trapezoid on it and then the vase,0
got it,1
I have a crow a seal a duck and a hummingbird which is a small bird with two wings,0
got it,0
I have the rubber duck fat crows skinny crows seal,1
got it,1
a palm tree full apple  bitten out apple and then like  hexagon,0
got it,0
all right i have the rabbit the animal and one leg sideways sawing batman and then the weird shape,1
got it,0
I have a sideways sailboat a plant a houseboat and then right side sailboat,1
I dont think I see a sideways sailboat could you go through those again please,0
yeah its like the one with three shapes that theres like little lake separates in between some people call it like a Pac Man eating something and then the seal like the plant the houseboat and then the last syllable is like a trapezoid on the bottom and then like three triangles kind of,1
okay got it,0
ok so I have the upside down candle the windmill the unfinished desk and then the bird,0
last ones a bird sorry,0
got it,1
I have the freight boat the like rectangle with trap so it on top the eraser and then the cut off parallelogram,0
got it,1
all right i got the schnauzer and then the rocket ship going to the right then swimming batman man rocket ship going down,0
got it,1
I have a sailboat a speedboat going down a bridge and half a Christmas tree,0
got it,0
triangle to did the square body dude feet up in the fetal position and then the runner,0
got it,1
I have a cat with white dots on it I have the ram then I have like an animal with like two legs and then i have like a hand puppet,1
okay I think I got it,0
all right i got the bunny laying down the fish swimming down the airplane going down and then the schnauzer,1
got it,0
I have a crab house houseboat a sideways bridge and then a speedboat,1
got it,1
got it,1
okay I have the ram the rocket ship going down the kangaroo and the cat,0
you got it,0
get the pipe boat or pipe boat triangle a bitten apples and speed speedboat,1
got it,0
have a seal a duck a rooster and a crow,0
got it,1
the rubber ducky backward looking flamingo loch ness monster to triangle wings,0
got it,1
have a tornado and then I have a whale with a mouth an animal standing on one leg and a rocket,0
yes I have all of them,1
I got the tree then the steamboat the speed boat and then the cave,0
got it,1
rocket ship going to the right Batman swimming kangaroo squirrel on two legs,0
got it,0
with flamingo Batman swimming rubber duck flying bird,0
got it,1
christmas tree sailboat speedboat apple,1
alright upside down handing triangle right side up upending triangle very groovy jazzy dancing lady and then laying down man,1
got,0
have a flying bird a crouched like triangle back bird a seal and a flamingo,1
yep I got it,0
