UTTERANCE,LABEL
ok i have the yacht the palm tree the saw and the boat with a house on it,0
is the pipe first,0
okay got it,1
okay what are the first two again,0
thanks i got it,1
again my first ones the flying bird then the vulture then the upside down flamingo and the x,0
got it,1
okay did you press done,0
oh sorry i didnt realize that it had changed okay i have um a flying bird then the seal then the upside down flamingo and then the rooster,0
got it,1
ok i have the arrow pointing right then the seal then the sailboat and the cliff,0
got it,1
so the first one has its nose on the right,0
okay i got it,0
yeah i can hear you,0
okay got it,1
ok my first one is the dog and then the big block shape and then the bird flying down and then the funny like dog thing with the square head,0
got it,1
ok my first one is kind of a funny shape um it kind of has like a long piece thats going up toward the upper right and then my second one the same one except the long piece is going down just a second,0
i guess i dont really see that but if other people think its a seal um where do you say like the head is,0
okay um then my third one is the bird with the pointy or the bent beak and then the fourth one the upside down duck with two triangle feet,0
okay got it,1
alright my first on the pipe and then the six sided shape and then the bridge and the pyramid with two cutouts,0
okay got it,1
ok my first one is the fox laying down and then the dog and then the bunny and then a strange figure that also looks kind of like an animal,0
got it,1
okay my first one is is like dancing person with their arms straight out looks like they have big sleeves and then my second one is a guy like slipped on a banana peel and then my third one is a guy like bending over holding out a dish and then someone running downwards,0
okay got it,1
alright my first is the bird and then the second one is the same bird rotated to the left and then the upside down flamingo and then the seal,0
got it,1
ok my first one is like a boat with a house on it and then the funny tree thing and then the pipe and then something that looks almost like a key,0
got it,1
ok my first on the double arrow and then the semi colon and then the house with a chimney and the sailboat,0
got it,1
ok my first ones the pyramid and then the pyramid with two cut outs and then the slope and the letter b,0
got it,1
ok my first ones the turkey and then the upside down flamingo and then the seal and then the other funny thing looks like an x,0
okay thanks for doing that again i got it,1
ok my first one is the dog and then the cat and then it looks kind of like a mouse with the tail pointing to the left and then the last one is kind of almost like a tree on its side or something,0
got it,1
ok my first one is the yacht and then like um the mountain with the tunnel in it and then a trapezoid and an arrow pointing left,0
okay got it,0
got it,1
okay I have the yacht then the boat with the house on it and then the yacht rotated and right and then the one with the arrow,0
the top one is facing up and then the third one is facing down the little the thing that comes out is on the left on the top one,1
got it,1
okay I have the guy laying down then the guy in the fetal position with the head up and the fetal position wiht the head down and then the guy doing a front flip,0
ok my first ones the hammer and then the candle then the boat then the step,0
got it,1
I have the one with the air of the guy bending down holding a triangle then the guy um with a triangle body working upwards and then the guy walking into the right,1
got it,1
ok I have the person in the dress and then the woman like in the bustle dress rotated to the left and then the guy with the big triangle body and then the guy like with coat tails or cape running left,0
got it,1
okay I have the guy holding a triangle ball then the person kneeling holding a book the guy with the triangle body running up and then the front flip,1
got it,1
okay I have the tree then the scissors then the diamond and the yacht,0
got it,1
okay I have the guy bending over holding a triangle then the arrow the woman in the dress in the fetal position,1
got it,1
okay I have the palm tree thyme thats upright and then the upside down palm tree then the pikachu head and the sailboat,0
got it,1
okay I have the pikachu head the tree the trapezoid and then the like vase with two bulges,0
got it,1
okay I have the x first then the dog with two flat feet and the square tail and the dog with three feet and then the llama,0
got it,1
and I have the house with the weather the chimney and then the upside down boat the arrow pointing right and then like the corner of a picture frame,0
got it,1
okay I have the tree the picture frame the square with a bunch of pointy things and then the boot,0
the tree in the corner of a picture frame,1
got it,1
oaky I have the sideways duck then the flying bird the upside down duck and the turkey,0
got it,1
okay I have the guy and a bicycle the guy upside down and the guy bending over holding a triangle and then the guy with the big sleeves,0
got it,1
and again the house or the chimney the cliff the sailboat and the tree,1
got it,0
ok my first ones the sideways sailboat  then like the lungs with a square head and then the upside down sailboat and the house with a tree,0
got it,1
okay have the boat with a square missing then the sailboat the windmill and the string of triangles,0
got it,1
okay I have a block and then the dog with a square head and the other weird dog,0
no thats thats the third one the other one is kind of a weird dog with like one pointy leg,0
got it,1
okay have the upside down duck the flying bird the x and the flamingo,0
got it,1
okay have a swan flying bird duck turkey,0
a swan flying bird duck and then turkey,0
okay I have it,1
have the arrow facing right the sailboat rotated the birthday cake and then the upright sailboat,0
got it,1
ok have the bird the sailboat that cliff and the square and triangle,0
got it,1
have the arrow pointing right the square and triangle the pyramid with an m cut out then the house and tree,0
yeah,0
got it,1
I have the duck the x the flying bird and the turkey,1
ok got it,1
ok have the apple logo the pyramid the boat and the parallelogram,0
can you say that again,0
okay got it,1
have the dog facing down and then the rocket ship then the dog with the square snout and then like the normal upright dog,0
got it,1
and my first ones the llama and then the fox laying down and the other fox and then the dog with a square snout,0
got it,1
I have the arrow the guy with a square body the guy with the rectangle body and then the guy kicking,0
got it,1
i have the boat then the trapezoid and parallelogram the house and then the bent thing,0
ok got it,1
ok I have the woman in the dress the guy crouching rectangle body and triangle body,0
shes first,0
got it,1
I have this skinny vulture the fat vulture the swan and then the abstract,0
got it,1
I have the fish the fox laying down the block and the bird flying down,0
got it,1
ok I have the lady in the dress the guy with a square body the guy with his like knee up and then the guy bending over,0
right,1
can you hear me,0
ok my first ones the bunny laying down then the dog like on its hind legs then the fox laying down and then the bear,0
got it,1
okay i have that cat then the loch ness monster thing and the arrow pointing down and then the stingray,0
could you say the first two again,0
okay got it,1
got it,1
got it,1
okay the first one i have is the arrow pointing left then the trapezoid then the like cat head or origami thing just a second,0
okay the third one is like the cat head and then the stripe with the dots,0
got it,1
okay my first ones like the squirrel and then the cat and then the funny dog with a square snout and then the regular dog rotated left,0
got it,1
okay my first on the arrow pointing right then the sailboat thing and the seal and the cliff,0
got it,1
okay i have the arrow pointing up then the dog that looks like its prancing or something has like pointy feet and then the dog with a square snout and then the block,0
ok am is can you just go through those again im sorry,0
okay thanks,0
i got it,1
okay my first one is the dog with four legs and then the other dog with just three legs and then the stingray pointing left and the stingray upright pointing up,0
got it,1
okay i have this sailboat then the saw then the one with the arrow and the apple,0
got it,1
okay i have the um bird thats flying and it has like a bent neck and then the same kind of bird um but it has a triangle for a tail and then the vulture and then the duck,0
got it,1
okay have the rectangle with a slice cut off then the yacht then the sailboat and the bridge,1
okay i have the bird flying down then the dog then the block and the x,1
um windmill them the hammer the cliff and then the square with the pointy thing is coming out,0
got it,1
got it,1
ok have um the guy with holding like a tray then the one with the arrow pointing down the fetal position and then the other guy facing down,0
okay got it,1
okay i have the six sided diamond then the yacht then the apple and then the key looking thing,0
got it,1
ok i have the normal dog thats facing down then the other dog with the square snout then the loch ness monster and the rocket ship or arrow pointing right,0
got it,1
got it,1
okay i have the cat head then the letter b then the sailboat and the stripe,0
you hear me,0
okay my first ones the bunny and then the dog on all fours and then the dog on its hind legs and then the loch ness monster,0
got it ,1
okay I have this seal the flying bird the loch ness monster thing and the turkey,0
okay I have the seal then the flying bird and then the loch ness monster thing and the turkey,0
got it ,1
okay I have the key and then the pyramid with two cut out the ball with the trial angle and the barn,0
got it ,1
got it ,1
okay I have the pipe the sideways so the upright but with the house on it and the slope,0
got it ,0
I pressed done,1
okay I have the boat then the square with the pointy things coming out then the seal then the pm pyramid with the two cut outs,0
okay got it,1
and I have this saw the boat the arrow and the bridge,1
got it ,1
ok I have the upright sailboat the sideways sailboat  the thumb tack and then the strange shape,0
got it ,1
I have the sideways sailboat the house with the tree the upright sailboat and then the other thing,0
got it,1
okay I have the boat they seal the arrows and the other thing,0
got it ,1
ok I have the rectangle with a slice cut off the palm tree the stripe and the bridge,0
got it ,1
got it ,1
okay and I have that at apple then the arrow  then the barn and then the mountains with the tunnel,0
okay I have the house  rotated to the left the hammer the sailboat and the double arrows,0
I did too its just stuck,1
got it ,1
got it,1
got it ,1
okay I have the boat with the house on it then the yacht and then the boat with the like chimney thing and then the apple ,0
got it ,1
okay I have the flamingo pyramid bird thing the x and the flying bird,0
got it ,1
got it ,1
ok hand that Travis Roy then parallelogram the square with the pointy things coming out the sideways house with a chimney and then the boot ,0
got it ,0
can you hear me,0
okay my first ones the sideways sailboat and then the like a pair of lungs like with a square head or something and then an upside down sailboat and the house,0
okay got it,1
ok the first ones a boat and then the upside down sailboat and then the windmill and the string of triangles,0
got it,1
ok my first one is the dog and standing and then the cat and then the big block thing and then the dog with a square head,0
got it,1
ok I have the upside down duck and then the flying bird the x and the flamingo,0
got it,1
got it,1
okay I have the bunny and then the dog and then like the dolphin or whale and the funny shape looks like it has an upside down cat head on it,0
got it,1
ok the upside down mountain the square and triangle the top hat and the pyramid with an m cut out,0
got it,1
ok the triangle the yacht the um palm tree and the sailboat,0
okay got it,1
okay I have the upside down dinosaur the turkey rooster and the goose with two legs,1
got it,1
okay um I have the upside down guy and then the what looks like a woman in uh like a bustle dress sideways holding a triangle and then the same one rotated left and then the guy walking downwards,0
thats the third one the square head is on the left,0
got it,1
ok I have the turtle and the cat and the bunny and then the strange dog with a square head rotated left,0
got it,1
ok I have the barn and then the boat with the house on it the slope and the letter b,0
got it,1
okay I have half of a christmas tree the boat the parallelogram with a slice cut off and then the vase,1
got it,1
ok I have the vulture the loch ness monster the pyramid bird and then the upside down goose with two legs,0
got it,1
ok I have um the sideways bird with one triangle foot and then the flying bird and the turkey and then like that weird abstract shape,0
got it,1
okay I have like the upside down flat boat and then the sideways sailboat with three sails and then the square and bunch of shapes and then the sailboat with two sails,0
got it,1
ok I have the-- oh just a second,0
ok I have the turkey then the flamingo the loch ness monster and the upside down flamingo,0
got it,1
alright got it,0
